,,□,民間職業紹介機関（職員）,採用者数の動き,・求人依頼は高止まりして下がることはないが、求職者の要望も高止まりしており、ミスマッチが生じている。,,
,,▲,求人情報誌製作会社（営業担当）,求人数の動き,・平成30年度新卒採用計画や予算の見直しを検討する企業が出始めている。,,
,,▲,職業安定所（所長）,求人数の動き,・新規求人は受注が好調な食品製造や自動車部品製造を含む製造業でも前年比でマイナスになるなど、ほとんどの業種が低調なことから、求人全体でも１割減となり３か月連続して減少傾向である。,,
,,▲,学校［短期大学］（学生支援担当）,求人数の動き,・回復を期待しているが、悪い状態が続いている。,,
,,×,－,－,－,,
,,,,,,,
　９．四国（地域別調査機関：四国経済連合会）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(四国)",,◎,－,－,－,,
,,○,コンビニ（店長）,お客様の様子,・プラス一品の買上がある。また、仕事中に立ち寄るサラリーマンが微増している。,,
,,○,乗用車販売店（営業担当）,販売量の動き,・新型車発売により来客数が増加し、受注台数は前年比50％増、登録台数も同23％増と前年を大きく上回っている。,,
,,○,観光型旅館（経営者）,来客数の動き,・８～９月は予想以上に客数が伸び、宴会等も少し増えた。アートイベント効果により、道後全体で宿泊人員が増加している。,,
,,○,通信会社（企画）,お客様の様子,・季節要因等は無いのに、申込件数が増加している。良い方向に向かっている。,,
,,○,観光遊園地（職員）,来客数の動き,・施設の利用者数が増加している。,,
,,○,美容室（経営者）,来客数の動き,・毎年この時期は暇なのだが、ここのところ来客数が多い。,,
,,□,商店街（事務局長）,販売量の動き,・残暑が厳しく、婦人服の動きが例年以上に弱い。円高により一部のインポートブランド商品を値下げしたが、売上増にはつながらなかった。前年はプレミアム付商品券による売上の底上げがあったため、今年はその反動が懸念される。,,
,,□,商店街（代表者）,来客数の動き,・雨の日が多く、来客数が減少している。観光客は入っているが、物販の売行きが非常に悪い。,,
,,□,商店街（代表者）,それ以外,・2020年以降は東京都の人口も減少に転じることが予想されるなか、地方都市は今後も厳しい状況が続く。,,
,,□,一般小売店［酒］（販売担当）,販売量の動き,・酒類小売店の売上は悪く、低迷したままである。,,
,,□,スーパー（店長）,単価の動き,・単価の上昇傾向が続いていたが、ここにきて一服感がうかがえる。客の低価格品志向を強く感じる。また、水害等はあったが、実際には前年より青果物単価は下落しており、景気が悪化したように感じる。,,
,,□,スーパー（財務担当）,単価の動き,・価格強化で買上点数はやや増加するも、単価が下落した。台風の影響も大きく、売上高は前年割れした。,,
,,□,コンビニ（総務）,来客数の動き,・天候不順や台風の影響で、来客数は９月中旬以降、前年より減少している。,,
,,□,衣料品専門店（経営者）,単価の動き,・天候に恵まれ、大型連休もあって好調だった前年に比べ、今年は台風や雨が多いことから相当厳しい。,,
,,□,衣料品専門店（総務担当）,来客数の動き,・台風や天候不順の影響で来客数が前年比10％以上減少しており、客数減が売上減に直結している。,,
,,□,乗用車販売店（従業員）,お客様の様子,・新車購入の商談が長引く傾向にある。,,
,,□,乗用車販売店（従業員）,販売量の動き,・新車受注台数は前年より増加しているが、単価が下がってきている。,,
,,□,一般レストラン（経営者）,来客数の動き,・台風の影響による営業日数の減少に加え、野菜や海産物の高騰もあり、厳しい。,,
,,□,都市型ホテル（経営者）,来客数の動き,・お遍路の「逆打ち」が関係しているのか、９月に入ると宿泊では、団体の動きが非常に良く、個人客も堅調に推移している。一方、レストランの利用者数は減少しており、若干停滞感がある。,,
,,□,旅行代理店（営業部長）,来客数の動き,・サマー期間中だったが、来客数は前年より減少し、回復の兆しがみえない。,,
,,□,タクシー運転手,お客様の様子,・外国船の入港頻度が多くなっているが、その送迎にはバスが用意されているため、タクシー利用はほとんどない。街全体をみても、昼夜問わず客が少ない。雨が降っても、乗車率は良くならない。,,
,,□,通信会社（社員）,販売量の動き,・話題の新機種が発売されたものの、販売数の動きは例年に比べて鈍い。,,
,,□,通信会社（支店長）,販売量の動き,・特に変動が感じられるような販売量の変化は認められない。,,
,,□,設計事務所（所長）,お客様の様子,・良いところと悪いところとの差がはっきりとしてきている。,,
,,▲,商店街（代表者）,販売量の動き,・天候不順の影響からか、前年同月と比べて売上高・客数共に減少しており、顧客の動向も鈍くなっている。,,
,,▲,一般小売店［生花］（経営者）,お客様の様子,・高額購入する客は少数で、多くは単価の安いものが売れている。,,
,,▲,一般小売店［書籍］（営業担当）,販売量の動き,・電子書籍の影響もあって、雑誌の定期購読者数が減っている。,,
,,▲,百貨店（営業担当）,販売量の動き,・買いたい商品以外は買わない客が多く、厳しい状況にある。,,
,,▲,百貨店（販売促進担当）,販売量の動き,・従前より衣料品の不振が続いていたが、猛暑や台風など天候不順の影響から、今月は更に衣料品が悪化した。,,
,,▲,スーパー（企画担当）,来客数の動き,・台風など天候の影響から来客数が伸び悩み、売上高につながらない状態が続いている。また、野菜の品不足や肉の高値続きなどの相場の状態から、買い控えが発生している。,,
,,▲,コンビニ（商品担当）,販売量の動き,・９月は悪天候が続いたこともあって、販売前年比は８月よりも厳しい状況にある。,,
,,▲,衣料品専門店（経営者）,販売量の動き,・８月よりも、来客数、販売量、客単価全てにおいて悪い。天候のせいもあるとは思うが、良くなる要素が見えない。,,
,,▲,家電量販店（店員）,販売量の動き,・来客数は横ばいだが、購入点数・金額とも減少している。,,
,,▲,乗用車販売店（役員）,販売量の動き,・９月の受注動向は、県内はもとより四国全域でも良くない。,,
,,▲,その他小売［ショッピングセンター］（副支配人）,販売量の動き,・天候の関係からか、衣料品の動きが鈍くなっている。,,
,,▲,ゴルフ場（従業員）,来客数の動き,・天候の影響もあり、今月は来客数が非常に少ない。,,
,,▲,競艇場（職員）,販売量の動き,・９月の売上高は、前月比７％減、３か月前比13％減、前年比２％増となった。周年記念レースとＧ1レースが場外発売されたが、売上増にはつながらなかった。,,
,,▲,住宅販売会社（従業員）,販売量の動き,・イベント等の来場者減少に伴い、受注棟数が減っている。,,
,,×,一般小売店［乾物］（店員）,お客様の様子,・天候不順もあるが、とにかく来客数が少ない。,,
,,×,コンビニ（店長）,販売量の動き,・気温の低下と悪天候が続き、夏物商材の売行きが今一つで、飲料も伸びていない。,,
"企業
動向
関連

(四国)",,◎,－,－,－,,
,,○,食料品製造業（商品統括）,競争相手の様子,・資源を得意としている事業に集中させ、好調に業績を伸ばしつつある。,,
,,○,パルプ・紙・紙加工品製造業（経営者）,受注量や販売量の動き,・インバウンド客の影響で、少しずつ良くなっている。,,
,,○,輸送業（経営者）,受注価格や販売価格の動き,・海外の取引先が増加している。,,
,,○,通信業（営業担当）,受注量や販売量の動き,・テレビＣＭの出稿を増やす業種に幅が出てきた。,,
,,□,繊維工業（経営者）,受注量や販売量の動き,・荷動きが活発な地域と、そうでない地域の格差はあるが、全体では前年と変わらない。しかし、悪い地域の落ち込みが今後更に厳しくなると、全体的に悪化するのではないかと懸念している。,,
,,□,木材木製品製造業,取引先の様子,・低金利と節税の効果で一部での需要喚起はあるものの、個人消費全般の喚起につながる大きな刺激が少ない。,,
,,□,建設会社（経理担当）,受注量や販売量の動き,・受注高、売上高とも増加したが、景気は変わらない。,,
,,□,建設業（経営者）,受注量や販売量の動き,・まだまだ受注量が少ない。,,
,,□,建設業（経営者）,受注量や販売量の動き,・国の公共事業発注が当初計画通りに進んでいることは、プラスとなっている。一方、自治体からの受注量が不足している会社も少なくない。総じて、変わらない。,,
,,□,金融業（副支店長）,取引先の様子,・取引先企業の資金需要動向に大きな変化は感じられない。設備投資も必要最小限の維持・補修に留まっている。,,
,,□,公認会計士,取引先の様子,・今月の決算、試算表等をみると、前年比で売上が伸びていない企業が大半を占めている。利益に関してはむしろ赤字法人が増加している。,,
,,▲,鉄鋼業（総務部長）,受注量や販売量の動き,・産業用機械向けの受注が不調である。,,
,,▲,一般機械器具製造業（経理担当）,受注量や販売量の動き,・国内稼働率がやや上昇したが、海外の需要は低迷している。,,
,,▲,電気機械器具製造業（経営者）,受注価格や販売価格の動き,・自然災害が景気に与える影響は大きい。,,
,,▲,輸送業（支店長）,取引先の様子,・親会社の業績が芳しくない。本来、下請に流す仕事でさえ、無理して自社戦力でカバーしている。,,
,,▲,輸送業（営業）,受注量や販売量の動き,・行楽シーズンに入り消費拡大を期待していたが、例年に比べて台風の接近が多く、一般消費財を中心に取扱物量の大幅な減少が見られる。また、台風被害が農作物の出荷に影響を及ぼしている。,,
,,×,－,－,－,,
"雇用
関連

(四国)",,◎,－,－,－,,
,,○,人材派遣会社（営業担当）,求職者数の動き,・派遣スタッフの登録が増加してきた。より良い仕事を求めてハローワーク以外の選択肢も増加してきているように思う。,,
,,○,職業安定所,それ以外,・８月の有効求人倍率は1.33倍で、３か月前の５月の1.28倍より0.05ポイント上昇した。,,
,,○,民間職業紹介機関（所長）,周辺企業の様子,・製造業全般に人手不足感がある。県では今後さまざまな事業を発信し、厚生労働省でも年内に事業を立ち上げると聞く。人手不足の打開策に期待している。,,
,,□,人材派遣会社（営業）,雇用形態の様子,・人手不足は継続中で、良い雇用条件を提示しても求職者の動きが変わらない。,,
,,□,求人情報誌（営業）,採用者数の動き,・人材採用面から見ると、各企業の採用募集の数が増加しているため、景気が良くなったように見える。ただ、採用競争力の強い企業は人員が充足している一方、地元の中小企業の多くは正社員、アルバイト・パートとも不足している。全体では景気は変わらない。,,
,,□,職業安定所（職員）,周辺企業の様子,・人手不足でも雇用条件をアップできず、手をこまねいている様子が伺える。,,
,,□,学校［大学］（就職担当）,周辺企業の様子,・企業との就職情報交換会、企業説明会等では景気が良いという話も、悪いという話も聞かない。,,
,,▲,人材派遣会社（営業担当）,求人数の動き,・製造業も事務系も全体的に落ち着いており、求人数は減少してきている。ミスマッチなど転職などで休職する人も増加しており、景気が不安視される。,,
,,▲,新聞社［求人広告］（担当者）,それ以外,・広告の出稿依頼が減少している。,,
,,×,－,－,－,,
,,,,,,,
　10．九州（地域別調査機関：公益財団法人九州経済調査協会）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(九州)",,◎,乗用車販売店（販売担当）,来客数の動き,・来客数は大幅に伸びている。全国の伸び率と比較しても、当地区は特に好調である。,,
,,◎,通信会社（企画担当）,お客様の様子,・大型案件の公募が続いている。また、引き合いも大型のものが多く、受注に結び付いている。,,
,,○,一般小売店［生花］（経営者）,単価の動き,・熊本地震の被害が大きかったが、落ち着いたことで新規開店の祝いの花が多く出た。,,
,,○,スーパー（店長）,販売量の動き,・以前は生鮮食料品の動きが悪かったが、回復傾向にある。,,
,,○,スーパー（店長）,競争相手の様子,・熊本地震により競合店２店舗が閉店しており、前年比156％の売上で推移している。,,
,,○,乗用車販売店（総務担当）,販売量の動き,・新車販売は新型車が堅調な売行きで、販売単価や利益率に寄与している。サービスはリコール売上が増加し、会社全体の収益を底上げしている。,,
,,○,ドラッグストア（部長）,販売量の動き,・残暑が続き、前半の売上は堅調に推移したが、後半は台風が上陸したため、勢いに陰りがみられた。,,
,,○,高級レストラン（専務）,来客数の動き,・熊本地震以降、九州ふっこう割やクーポン券等で旅行者が増えた。,,
,,○,観光ホテル（総務）,販売量の動き,・熊本地震から５か月が過ぎ、回復傾向だが、その大きな要因の１つが九州ふっこう割である。,,
,,○,旅行代理店（従業員）,来客数の動き,・第１期の九州ふっこう割は順調に販売でき、第２期も順調に販売できている。一方、京阪神、東京方面は低迷のままである。,,
,,○,観光名所,来客数の動き,・台風等が接近した影響で雨が多く降り、一般客が前月比で若干減ったが、団体やツアー客が多く観光名所は活気付いた。,,
,,○,ゴルフ場（従業員）,来客数の動き,・観光地で熊本地震の打撃を受けていたが、８～９月になって観光客が戻りつつある。今月までは良いが、来月からは懸念される部分がある。,,
,,○,美容室（店長）,お客様の様子,・客の生活に余裕が出てきた。,,
,,□,商店街（代表者）,来客数の動き,・来街者の減少とともに、来客数がめっきり減っている。,,
,,□,一般小売店［鮮魚］（店員）,お客様の様子,・鮮魚小売りの話を聞くと、本当に売れていない。もちろん魚を買う量も少ない。魚が少なくても仲卸の棚が空になることがない。,,
,,□,百貨店（営業担当）,お客様の様子,台風前後での来店客数減と高温多湿により秋物への関心がなく、主力の婦人・紳士服共に苦戦している。一方、婦人・紳士用品とヤング衣料は好調に推移している。特にインポートブランドと貴金属は好調で、二極化が継続している。来店促進を目指した６年ぶりのクレジットカードポイント交換は連日多数の客が来店し、金券の発行が好調であり、購買促進が期待できる。婦人靴処分催事もお買得感で婦人靴全体へ貢献している。秋の子供服のセールもキッズクラブと連携したことで、プレオープンから来客も多く、キッズクラブへの新規入会も増加している。客の購買抑制意識とお得感への敏感な反応は、継続している。,,
,,□,百貨店（業務担当）,お客様の様子,・秋らしい気候になってきたものの、衣料品に関する客の関心が弱い。どちらかというと震災以降、まだ生活に必要な物の買換えに対する意識が強く、リビング関連の商材に重きを置いている。し好品やファッション商品は少し後回しにされている。,,
,,□,百貨店（店舗事業計画部）,お客様の様子,・連休や営業施策の違い等で前年との比較が難しいが、気候の推移と客の買い方がはっきり出る時季に入った。涼しくなり反応が良くなったり、気温が上がる予報でペースが落ちたり、不安定である。,,
,,□,百貨店（マネージャー）,販売量の動き,・８月から続く暑さや台風の影響で入店客数が10％減少し、売上も同程度減少している。一方、月後半から少しずつ気温が下がっていることに伴い、衣料品の秋冬物が動き出してきている。,,
,,□,スーパー（経営者）,お客様の様子,・熊本地震後、大分良くなってきている。今後は行政からの助成があるかないかで景気が変わる。土木・建築関係は良い。,,
,,□,スーパー（店長）,販売量の動き,・客数、買上点数が前年比100％前後と、景気はあまり変わっていない。,,
,,□,スーパー（総務担当）,それ以外,・売上は前年を上回り好調に推移しているが、伸び率はあまり変わらない。,,
,,□,コンビニ（経営者）,お客様の様子,・季節商材のウナギの予約状況を見ても非常に財布のひもが固い。客の厳しい姿勢は変わっていない。,,
,,□,衣料品専門店（店長）,来客数の動き,・高温、多雨等の天候不順のため、客足が途絶えている。,,
,,□,衣料品専門店（取締役）,お客様の様子,・当業界は天候に左右されるが、秋の立ち上がりは涼しかったためスムーズな出だしとなった。後半は台風、大雨等の天候不順で客足に影響があった。景気は良くはないが天候に左右される流通業界らしい結果となった。,,
,,□,家電量販店（店員）,販売量の動き,・夏場に関しては月によって良い悪いがあったが、どちらかというとやや良いという感触であった。,,
,,□,家電量販店（総務担当）,販売量の動き,・夏商戦、オリンピック商戦も終了し、端境期に入り市場が落ち着いている。,,
,,□,家電量販店（広報・IR担当）,販売量の動き,・買換え需要は顕著であり大きな落ち込みはないが、市場を引っ張るような新しい商品もなく、上昇する感じはない。,,
,,□,乗用車販売店（代表）,競争相手の様子,・あまり、いい話を聞かない。,,
,,□,住関連専門店（経営者）,お客様の様子,・来客数はあるがなかなか即決しない。予めネットで商品検索し、実店舗で商品を見てから再度検討する客が増えている。,,
,,□,その他専門店［コーヒー豆］（経営者）,来客数の動き,・客数は熊本地震以降も前年同月比で横ばいである。新規客も若干増えておりその分、微増である。,,
,,□,その他専門店［ガソリンスタンド］（統括）,販売量の動き,・燃料油の小売価格は下げ止まり、横ばいである。９月の３連休で、観光客の消費に期待したが、売上は前年並みである。,,
,,□,その他小売の動向を把握できる者［ショッピングセンター］（支配人）,お客様の様子,・今年度に入ってから、緩やかな景気回復状況が続いており、業績も同様の流れとなっている。悪くはない状況だが、そこから変化はない。客の動向は、純粋な消費に向かっているというよりは、過ごしに来ているように感じる。,,
,,□,その他小売の動向を把握できる者［土産卸売］（従業員）,来客数の動き,・前年に比べ今年の９月の大型連休は飛び石で、空港の搭乗客が分散され、思ったほど売上が伸びなかった。台風の影響で欠航があり販売が落ちた。,,
,,□,その他小売［ショッピングセンター］（広報担当）,販売量の動き,・８月までは猛暑の影響もあり暑さ対策商品の動きが堅調であった。９月に入り暑さは一段落したが気温低下による秋らしさには程遠く秋物衣料品の動きはみられない。冬に向けた商品の展開もスタートしているが動きはまだない。,,
,,□,観光型ホテル（スタッフ）,来客数の動き,・学会・大会・宴会に関しては地震の影響はほとんどなくなった。宿泊に関してはいまだ前年比でマイナスである。,,
,,□,観光型ホテル（専務）,来客数の動き,・旅行の形態で、団体が減っている。,,
,,□,都市型ホテル（販売担当）,販売量の動き,・あまり大きな変化がない。８～９月は業種的にあまり良くない期間である。,,
,,□,都市型ホテル（副支配人）,単価の動き,・前年は９月の大型連休があったが、今年の方が客単価が上がっている。,,
,,□,タクシー運転手,お客様の様子,・全体的に人は動いているが、昼間のタクシー利用が少ない。夜は増えている。,,
,,□,タクシー運転手,来客数の動き,・熊本地震の影響で修学旅行がキャンセルになっていたが、今月はそれがかなり戻ってきた。ただ100％というわけではない。夜の歓楽街の落ち込みがかなり激しい。,,
,,□,タクシー運転手,来客数の動き,・９月は季節変動で観光客も減り客数も減るが、今年は前年を上回っている。,,
,,□,通信会社（営業）,来客数の動き,・新規顧客獲得に伸び悩み、既存の客からの獲得で前年と同等の数字を稼いでいる。,,
,,□,美容室（経営者）,販売量の動き,・だんだん夏枯れになる時期だったが横ばいだった。今月は暑さが続き、変わりなかった。今後、何か景気対策をしてほしい。,,
,,□,その他サービスの動向を把握できる者［介護サービス］（管理担当）,来客数の動き,・前年４月の介護報酬マイナス改定に伴い、介護度が高い高齢者の確保競争が激しくなっており、結果、病院からの紹介も減少傾向にある。,,
,,□,住宅販売会社（従業員）,販売量の動き,・受注に関して、ほぼ横ばいで推移している。,,
,,□,住宅販売会社（従業員）,お客様の様子,・今は仕込みの段階である。竣工までの完売を目指しているが、あまり積極的な販売には繋がっていない。,,
,,▲,商店街（代表者）,お客様の様子,・毎年この時期は厳しいが、特に今年は気温の変動が読みにくく、客も購入に慎重である。気候ばかりでなく、生活の先行き不安から消費行動は更に慎重になっている。,,
,,▲,商店街（代表者）,来客数の動き,・台風接近等の天候不順により商店街への来客が減った。,,
,,▲,商店街（代表者）,販売量の動き,・天候不順により来客数が減った。年金から引かれるものが多くなり、年金受給者の収入が減り購買意欲が落ちている。,,
,,▲,一般小売店［精肉］（店員）,販売量の動き,・卸売・小売共に販売量が落ちている。,,
,,▲,一般小売店［茶］（販売・事務）,お客様の様子,・台風により雨が多く客足も伸びず前年同月比１割減だった。天候だけではなく更に景気の不安定もある。高齢の客が大半で年金が減って生活が厳しいと言う声をよく聞く。,,
,,▲,百貨店（総務担当）,販売量の動き,・８～９月前半は猛暑で秋物が不振で、９月は週末ごとに上陸する台風で入店客数が大きく減少し、売上が前年を大きく下回っている。加えて、地元プロ野球球団の優勝セールが実施できず月末まで厳しい。,,
,,▲,百貨店（営業担当）,販売量の動き,・売上の伸び率が減衰してきた。,,
,,▲,百貨店（企画）,販売量の動き,・台風及び大雨などの悪天候により、入店客数が前年を下回った。リモデルにより婦人雑貨の売上は回復傾向にあるが、依然として主力である衣料品売上は厳しい。,,
,,▲,百貨店（売場担当）,競争相手の様子,・今月の入店客数は前月と比べかなり悪い。部門別では婦人服や紳士服を中心に少し回復してきている。,,
,,▲,スーパー（店長）,単価の動き,・オリンピックが終わり、売上が全般的に低調である。客数は維持しているが、客単価が落ちている。特に衣料品の売上が厳しい。,,
,,▲,スーパー（店長）,来客数の動き,・食料品は堅調だが、安いものが支持されている。衣料については高温で動きが鈍い。,,
,,▲,スーパー（経理担当）,販売量の動き,・消費税増税から一巡して、売上の前年維持が困難になっている。また、天候も台風や雨の日が多く、酷暑の後の中途半端な気候が続いている。台風関連の電池や保存食等の動きは良いものの、夏型でもなく冬型でもないので商品の動きが悪い。,,
,,▲,コンビニ（エリア担当）,販売量の動き,・今月の気候は温暖で飲料やアイスクリームの販売が好調であった。季節商材であるおでん、中華まん、鍋等が極端に低調で大きな売上増にはつながらなかった。,,
,,▲,衣料品専門店（店員）,競争相手の様子,・猛暑のせいか、競合店、館全体でみても軒並み前年比80％台の売上である。前年は９月の大型連休と重なった地元球団優勝セールが今年はなかったことと、連日の猛暑が原因である。,,
,,▲,衣料品専門店（総務担当）,来客数の動き,・商店街への来街者数の減少により、当店の来客数も大幅に減少している。高齢者の購買意欲も減退している。,,
,,▲,その他小売の動向を把握できる者［ショッピングセンター］（統括者）,販売量の動き,・異常気象の影響も大きいが衣料品の落ち込みが大きく、全体の売上が厳しい。またインバウンドの客単価減少も大きく影響している。,,
,,▲,高級レストラン（経営者）,来客数の動き,・８月に比べると少しは伸びたが、例年の９月ほどではない。客単価も上がっていない。,,
,,▲,都市型ホテル（スタッフ）,来客数の動き,・国内の旅行宿泊需要が下がっている。,,
,,▲,旅行代理店（企画）,お客様の様子,・全国的に、旅行の需要が減少傾向にある。,,
,,▲,タクシー運転手,来客数の動き,・天候により予約がキャンセルになったり、客の出控え、買い控えにより繁華街も人通りが少ない。朝も夜も非常に稼働率が悪い。,,
,,▲,通信会社（営業担当）,それ以外,・台風による影響で、現状維持が精一杯という印象である。,,
,,▲,設計事務所（代表）,お客様の様子,・客が購入の決定を先延ばしにしている。,,
,,×,商店街（代表者）,それ以外,・前年に比べ大幅に悪い。レジャー関連の業界は良いかもしれないが、企業向けの小売店は休みが多いと売上に影響する。今年は８月の感覚が９月まで続いたイメージがある。,,
,,×,商店街（代表者）,来客数の動き,・今月は週末ごとに台風が襲来し、その影響で商店街への客足が遠のいた。敬老の日も年配客が少なく、販売数、販売量ともに落ちている。,,
,,×,百貨店（営業担当）,単価の動き,・９月に入り厳しい状況が続いている。天候要因と50～60代の客の買い控えが如実に出ている。単価、販売数量に影響が出ており、インバウンドの陰りも見えている。中間層のデフレ化が進んでいる。,,
,,×,百貨店（営業統括）,来客数の動き,・８月からの猛暑の上に、９月前半の２度の台風接近も重なり、メインの婦人客が大幅に減少し、婦人服の売上が大不振である。,,
,,×,衣料品専門店（店長）,来客数の動き,・台風の影響もあるが、天候不順で暑い日が続き客足が伸びない。季節商材のスタートが良くない。９月の始めは良いかと思ったが、後半が悪かった。           ,,
,,×,高級レストラン（支配人）,来客数の動き,・予約数が少ないため、当然来客数も著しく少ない。,,
"企業
動向
関連

(九州)",,◎,電気機械器具製造業（経営者）,受注量や販売量の動き,・受注状況が非常に堅調である。この状況がしばらく続くとみられ、年内はこのまま行ける。,,
,,○,農林水産業（営業）,受注量や販売量の動き,・季節要因もあるが、全体的に回復傾向にある。,,
,,○,繊維工業（営業担当）,受注量や販売量の動き,・とにかく受注量が多い。断るのが、もったいないと思うほどである。,,
,,○,電気機械器具製造業（取締役）,受注量や販売量の動き,・取扱商品にもよるが、おおむね受注量が増加している。,,
,,○,建設業（社員）,競争相手の様子,・工事の発注も増え、利益の出そうな工事の選択に入る業者もわずかだがいる。ただ、まだまだ発注が少ないのが実情で、県工事は第２四半期まで80％目標に合わせ多くの工事が発注されているが、市工事は国の目標を完全に無視しているような発注状況である。,,
,,○,金融業（従業員）,取引先の様子,・労働需給の改善等から雇用者所得が持ち直してきており、百貨店・スーパー等の売上が回復傾向にある。また、自動車関連企業の輸出の増加等から生産も増加傾向にある。,,
,,□,農林水産業（経営者）,受注量や販売量の動き,・夏休みも終わり、９月からは業務用が伸びてきたが台風による停電で工場が稼働できずスーパーへの納品もロスが出てしまい、売上計画に若干影響が出た。加工メーカー筋も年末年始の需要を生産した後思うように伸びていない。よって計画売上を達成できそうにない。,,
,,□,家具製造業（従業員）,受注量や販売量の動き,・家具業界全体では４月以降の動きは芳しくない。一般の小売店舗の４月以降の売上は平均で前年割れである。ただしコントラクト家具のメーカーではホテル等の特需があり前年比で10％近く伸びている。,,
,,□,金属製品製造業（事業統括）,受注量や販売量の動き,・業界の傾向のため下期は受注量は増えるが、取り立てて今後上向きというわけではない。,,
,,□,一般機械器具製造業（経営者）,受注量や販売量の動き,・前月の受注量に比べ若干伸びた。,,
,,□,建設業（経営者）,取引先の様子,・周りの状況からみて変わらない。,,
,,□,通信業（経理担当）,受注量や販売量の動き,・今月のＩＴ関連の受注量が前月並である。,,
,,□,金融業（調査担当）,取引先の様子,・熊本地震の影響は、消費面や物流面で一段落した。,,
,,□,金融業（営業担当）,取引先の様子,・取引先の中小企業の売上や受注高は増加しているものの、増加分をこなせる人員が不足しており、労務費の増加を招いている。利益は期待しているほど上がっておらず、現状変わらない。,,
,,□,金融業（営業）,取引先の様子,・中国景気の影響で一時大きく後退した時期に比べると持ち直しているが、受注水準は高いとは言えず、先行きの受注も不透明である。再び落ち込んでいるわけではなく、現状維持の状態である。,,
,,□,新聞社［広告］（担当者）,受注量や販売量の動き,・落ち込んでいた旅行広告が回復の兆しを見せたが、主力の通販が90％台前半と伸び悩み、全体では97％にとどまる見込みである。,,
,,□,経営コンサルタント,受注量や販売量の動き,・今月に入りセミナー開催のチラシを多数配布しているが、反応が思わしくない。,,
,,□,経営コンサルタント（代表取締役）,取引先の様子,・熊本地震の復興が本格化してきており、人が非常に動いている。全業種ではないにしろ旅館、ホテル、飲食、タクシー等が非常に良い状況で推移している。,,
,,□,経営コンサルタント（社員）,受注価格や販売価格の動き,・次回につながる割引券の配布、消費税分還元セール等を行っているが売上は伸びていない。,,
,,□,経営コンサルタント（代表取締役）,取引先の様子,・取引先に業況をヒアリングすると、大きな変化がないといった回答が多い。,,
,,□,その他サービス業［物品リース］（支社長）,取引先の様子,・顧客の上期設備投資は前年度並みである。増収目的の投資よりは老朽化による改修、入替えがメインである。下期の投資案件は前年より少なく、景気の良さはない。金融機関の貸出金利、競合先のリース料も非常に安く、貸出先が少なくなっている。,,
,,▲,農林水産業（従業者）,受注量や販売量の動き,・台風の直撃と、長雨の影響で、出荷量が鈍化した。今後の出荷も全体的に遅れる見込みとなっている。,,
,,▲,窯業・土石製品製造業（経営者）,受注量や販売量の動き,・夏が過ぎたが受注が上向いていかない。前年に比べ落ち込んでいる。一般の店頭売上が落ち込んでおり品種も変わっているのかもしれない。常時受注があるというよりは、催事などの不定期のイベントに合わせて受注がある。,,
,,▲,一般機械器具製造業（経営者）,受注量や販売量の動き,・ユーザーの動きが非常に悪い。世界的に不況になっており、相手国の事情が悪いため思い切った動きが取れない。,,
,,▲,その他製造業（産業廃物処理業）,取引先の様子,・客の生産量が伸びず、相場の回復も期待できない。中国経済の低迷が原因である。,,
,,▲,輸送業（総務担当）,受注価格や販売価格の動き,・物流費の低コスト競争が再燃してきている。ドライバー不足や人件費の高騰等、物流に関するコストが高まっているにもかかわらず、荷主側の認識は以前と変わっていないため利益を圧迫している。,,
,,▲,金融業（従業員）,取引先の様子,・天候、台風の影響で農作物の被害が出ており、農業を中心として景気が悪くなっている。,,
,,▲,その他サービス業［設計事務所］（代表取締役）,競争相手の様子,・今月は市町村発注の調査、計画策定支援業務の入札があった。ほとんど利益はないが、予算の半額以下で入札する業者が増えてきている。発注数自体が少なく、調査会社や建設コンサルタントでは死活問題であるため、無理をしてでも受注している。,,
,,×,－,－,－,,
"雇用
関連

(九州)",,◎,－,－,－,,
,,○,人材派遣会社（社員）,雇用形態の様子,・求職者の状況確認でかなり大勢の方に現状ヒアリングを行ったところ、予想以上に多くの人が直接雇用の形態で働いていた。,,
,,○,人材派遣会社（社員）,求人数の動き,・今月は、上期末であり、人材紹介の依頼が増えている。,,
,,○,人材派遣会社（社員）,求人数の動き,・求人数も前年同月比で増加し、派遣先での直接雇用への切替え申込件数も増加している。派遣だけではなく、企業の直接雇用の採用ニーズが増している。,,
,,○,新聞社［求人広告］（担当者）,それ以外,・熊本地震の影響で営業休止していたショッピングモール等が一部営業再開となり、県民の消費行動にも動きがみられる。街なかでもにぎわい創出補助金を活用したイベントが多くなっている。,,
,,○,職業安定所（職員）,求人数の動き,・電気関係製造業、卸・小売業、娯楽業、介護事業及び建設業等、幅広い業種で求人が増加している。,,
,,○,職業安定所（職員）,求人数の動き,・新規求人数は、前年同月比0.6％の微増である。フルタイムは8.5％、パートは8.9％増となった。,,
