,,▲,スーパー（管理担当）,単価の動き,・客数に変化はないが、売上が若干落ちている。客単価に変化がみられる。,
,,▲,コンビニ（エリア担当）,来客数の動き,・天候不順要因もあるが、３か月前に比べて来店客数が落ち込んでいる。３か月前は前年を大幅に上回っていたが、前年並みになっている。,
,,▲,衣料品専門店（地域ブロック長）,販売量の動き,・大型台風が続けて上陸したことと残暑のため、秋物商材の動きが悪い。,
,,▲,家電量販店（店長）,販売量の動き,"・台風の被害地域は、被害需要で売上が良い。
・野菜、魚など食品が高騰し、いまなお、財布のひもは固い。",
,,▲,家電量販店（店長）,販売量の動き,・台風の影響もあり、パソコンの新製品はあまり売行きが良くない。オリンピック需要のテレビの売上は前半は良かったが、閉幕すると売上は下がり総合的に見ると悪くなった状況である。,
,,▲,乗用車販売店（経営者）,お客様の様子,・顧客の動きが、先行き不透明感からか、少し買い控えの状況が見受けられる。,
,,▲,住関連専門店（広告企画担当）,単価の動き,・最近何度も記入している内容だが、引き続き、単価のダウンが止まらない。,
,,▲,スナック（経営者）,単価の動き,・猛暑のため、顧客の外出が鈍り、顧客の年齢層が高いこともあり、影響を受けた。,
,,▲,都市型ホテル（総務担当）,販売量の動き,・前月辺りまでは売上は例年と比べて増加傾向にあったが、ここのところ売上、販売、受注ともに減少傾向の状況にある。,
,,▲,タクシー運転手,お客様の様子,"・台風の被害を受けた顧客からは、飲んでいる場合じゃない、という声や、燃料関係の顧客は、ガソリン店の閉鎖などで大変とか、景気のいい話が最近聞こえてこない。
・売上的には横ばいである。",
,,▲,テーマパーク（財務担当）,来客数の動き,・前年と比較すると、雨天の影響が非常に大きく出ていると思う。,
,,▲,テーマパーク（業務担当）,お客様の様子,"・台風、長雨等天候不順により、秋の行楽シーズンではあるが屋外レジャースポットの来園者は減少している。
・最近２リットルのペットボトルのゴミが多い。",
,,▲,ゴルフ場（営業担当）,来客数の動き,・客単価も安いほうに流れる状況にある。,
,,▲,競艇場（職員）,来客数の動き,・台風などの悪天候の影響があった。,
,,▲,設計事務所（経営者）,来客数の動き,・来場客が増加せず、売上単価も減少しており、相対的に悪い。,
,,▲,住宅販売会社（従業員）,来客数の動き,・来場者数は、ここ数か月は緩やかな下降線をたどっていたが、気候もよくなってきたのに今月は約２割減の状況になっており、また広告による集客も今一歩来場数に反映されない状況であった。,
,,×,商店街（代表者）,来客数の動き,・今月、前月の３つの台風の来襲が大きく影響を及ぼしている。,
,,×,百貨店（販売担当）,競争相手の様子,・競合店のリニューアルにより売上が前年比で５％から７％下回っている。,
,,×,その他専門店［時計］（経営者）,単価の動き,・台風など天候の影響もあり、来客数も減少している。,
,,×,その他専門店［書籍］（従業員）,販売量の動き,・台風の影響で売上減少の日が続いている。期待していた大型新作商品も思ったほど売上が伸びず低調な動きが続いている。,
,,×,美容室（経営者）,来客数の動き,・台風の影響により１週間が営業できなかったため、来客数が減少する結果となっている。,
"企業
動向
関連

(中国)",,◎,輸送用機械器具製造業（経理担当）,受注価格や販売価格の動き,・長期展望に比べ、コストと販売価格のバランスは大きく改善されつつある。,
,,○,食料品製造業（総務担当）,受注量や販売量の動き,・８月は例年通り商品の動きが悪かったが、９月に入り各メーカーとも例年に比べ新商品の販売を１か月程度早めた影響で、商品の動きが良い傾向にある。,
,,○,化学工業（総務担当）,受注価格や販売価格の動き,・前月と大きな変化はなく、生産量、出荷量共に増加傾向にある。社内は全般に高稼働率だが、デフレ圧力に加え物流費・原燃料費等の高騰により利益が上がりにくい状況である。,
,,○,化学工業（総務担当）,受注量や販売量の動き,・自動車関連及び電機業界の好調の影響がまだ続いている。,
,,○,一般機械器具製造業（経営企画担当）,受注量や販売量の動き,・国内及び海外において、自社製品の売上が好調に推移している。,
,,○,電気機械器具製造業（総務担当）,受注量や販売量の動き,・自動車部品は底固く前年比120％受注が入っている。家電も欧米向けを中心に安定しているが、携帯電話は、秋モデル冬モデルまで一服感がある。,
,,○,輸送業（統括）,取引先の様子,・進行中の市町村合併関係での新しい見積依頼が多くよせられている。,
,,○,金融業（営業担当）,受注量や販売量の動き,・受注の金額については以前のような卸売でもまとまった単位での受注はないが、小口で金額、発送回数が増えた受注が卸売業においてみられる。特に建築業において鋼材等の受注がみられる。,
,,○,金融業（業界情報担当）,取引先の様子,・輸出を中心とした主力車の販売好調を背景に、生産はフル操業を持続。単価引下げ要請と原材料価格の上昇から収益面は厳しいが、量産効果で何とかコストアップを吸収できている。設備投資には積極的に対応している。,
,,□,食料品製造業（総務担当）,受注量や販売量の動き,・ダイレクトメールなど広告によって売上は今までになく上昇しているが、一時的効果のみで、今後の先行きは見えない。,
,,□,木材木製品製造業（経理担当）,取引先の様子,・卸売業自体は上昇してきているが、顧客の消費支出に影響を及ぼすほどの力強さは感じられない。全体的に景気が回復するのはもう少し時間がかかると見込んでいる。,
,,□,窯業・土石製品製造業（総務経理担当）,受注量や販売量の動き,・生産水準は飛び込み受注や大型案件の受注により、高水準で推移している。また時間外労働も高水準である。,
,,□,鉄鋼業（総務担当）,受注量や販売量の動き,・鋼材需要が国内では製造業向けを中心に引き続き堅調であるとともに、輸出においても中国の自動車販売の伸びに一服感はあるものの日系メーカーは堅調を継続している。その他の地域･分野も堅調である。,
,,□,非鉄金属製造業（経理担当）,取引先の様子,・取り扱う商品によって売上に差がみられる。,
,,□,その他製造業［スポーツ用品］（総務担当）,受注量や販売量の動き,・スポーツ関連商品は予算割れの状態である。,
,,□,建設業（経営者）,受注価格や販売価格の動き,・台風被害需要で部分的に忙しい点もあったが、依然として仕事量との兼ね合いで、適正価格になっていないことから、景気という点では最低な状況を脱していない。,
,,□,通信業（社員）,受注量や販売量の動き,・既存のお客様の受注継続分は前年並み程度にはどうにかクリアできると思う。,
,,□,通信業（営業企画担当）,受注価格や販売価格の動き,・法人向け通信サービスの受注動向は低価格商品主体で、価格的にあまり変動はみられないが、最近、品質などのサービス内容を重視する動きが目立ち始めており、提供業界側にとっては厳しい状態が継続している。,
,,□,会計事務所（職員）,取引先の様子,・販売はやや低調、製造はやや好調なものの、その他業種を見ても、これといった目立った兆候は見えてこない,
,,□,コピーサービス業（管理担当）,受注量や販売量の動き,・上期の締め月であるが、受注量は前年同期減少している。通年、９月で４～８月の不足を補う計画（後半上昇計画）になっているが、今年度は補える状況ではない。,
,,▲,金属製品製造業（総務担当）,それ以外,・受注量は前月と同様に好調に推移しているが、原料の高騰が懸念される。直撃した台風18号により工場がかなりの打撃を受けているため、会社の損益、特別損失の発生が予想される。,
,,▲,建設業（営業担当）,受注価格や販売価格の動き,・事業主の計画予定と実際にかかる建設費の差が20％近くまで広がってきているため、受注に足踏みがみられる。,
,,×,農林水産業（従業者）,それ以外,・８月は夏枯れといって例年水揚げが減少する。今年も漁が不良のため、ほとんどの船団は１週間前後の検査に入り、水揚げ減少に追い討ちとなった。また、本年は日本海に３つの台風が襲来し、沖合底引船は避難のため帰港せざるを得ない状態になり、操業時間も減少した。,
"雇用
関連

(中国)",,◎,－,－,－,
,,○,人材派遣会社（支店長）,求人数の動き,・台風被害の影響は、損保会社を中心に一過性ながら雇用を引上げたが、求人全般は底力が出てきた感がある。,
,,○,求人情報誌製作会社（編集者）,採用者数の動き,・新卒の合同求人説明会は９月で終了したが、企業側から10月の開催要望もある。,
,,○,職業安定所（職員）,求人数の動き,・レンタルビデオ店や書籍販売業などの新規店舗開店に伴う大量求人があったことに加え、警備業や業務請負業からまとまった求人があったため、求人数は前年比で増加傾向にある。,
,,○,学校［大学］（就職担当）,求人数の動き,・例年に比べて、再求人、追加求人が多く、秋採用の時期と重なり求人が伸びている。,
,,□,人材派遣会社（経営者）,求人数の動き,・人材派遣の需要は堅調で、幅広い職種に広がってきているが、企業の雇用に対する姿勢は慎重で、有期雇用社員を増やす傾向はあっても、雇用全体の力強さに欠けている。,
,,□,職業安定所（職員）,求人数の動き,・求人数の増加傾向に限りがみられる。,
,,□,職業安定所（職員）,雇用形態の様子,・景気は回復基調というものの先行き不安な面があるためか、新規求人のうち３割近くが派遣、請負、臨時求人が占めており安定した就職は難しくなってきている。,
,,□,職業安定所（雇用開発担当）,求人数の動き,・求人数の伸びが鈍くなっているなか、請負派遣求人は増加傾向にある。,
,,□,民間職業紹介機関（職員）,雇用形態の様子,・求人数は増加しており企業の採用意欲は高いが、反面、正社員雇用を前提に進んでいた話が契約社員、試用期間（トライアルという意味）付きなどに変更するケースが増えてきた。,
,,□,民間職業紹介機関（職員）,採用者数の動き,・求人はあるが、求人条件のハードルを企業が下げないあるいは、それに見合う人材が少ないため就職者数の増加に結び付かない。,
,,□,学校［短期大学］（就職担当）,採用者数の動き,・学生からの内々定の報告数が一向に伸びず、各企業の採用活動があまり活発化していない様子が覗える。地域各企業の人事担当者から聞き及ぶ限り、一部の業種を除いては景気は足踏みの状態で、雇用や採用面に関してはなお慎重姿勢が覗える。,
,,▲,－,－,－,
,,×,＊,＊,＊,
,,,,,,
　９．四国（地域別調査機関：四国経済連合会）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(四国)",,◎,－,－,－,
,,○,乗用車販売店（従業員）,販売量の動き,・販売台数は小型車を中心に増えてきており、やや上向き傾向にある。,
,,○,乗用車販売店（管理担当）,販売量の動き,・景気とは関係なく、台風に伴う高潮水害による買換え特需があった。,
,,○,乗用車販売店（営業担当）,来客数の動き,・新型車効果で受注台数が増えている。,
,,○,旅行代理店（従業員）,来客数の動き,・家族、グループでの海外旅行、国内温泉旅行や東京へのホテルパック航空券などの売上が順調に推移した。また、ハネムーン、秋の海外旅行の相談も多かった。前年同時期と比較して、海外旅行の実績は多くなっている。,
,,○,ゴルフ場（従業員）,来客数の動き,・季節が涼しくなったこともあるが、土日、祝日等は予約率が大変良い状況になっている。,
,,□,商店街（代表者）,来客数の動き,・郊外店のシネコンに客が流れ、来街客が非常に減っている。その分消費も落ちている。,
,,□,百貨店（売場主任）,来客数の動き,・紳士服売場に関しては依然として厳しい状況が続いている。売上高を見ると３か月前は前年比70％で推移していたが、９月に入ってリニューアルを行った関係で、固定客を中心に前年比90％まで回復した。しかし、今なお消費税総額表示が売上に非常に響いている。,
,,□,百貨店（総務担当）,お客様の様子,・ファッション商品については一部の流行品を除いて、必要な時期にならないと動かない状況が続いている。例えば、ブーツなどは前年比50％にとどまっており、本当に寒くなり、必要にならないと買わないという客の様子がうかがわれる。,
,,□,百貨店（営業担当）,単価の動き,・１点当たりの販売単価は上がってきたが、逆に、買上点数が減っており、全体の売上は変わらない。,
,,□,スーパー（店長）,お客様の様子,・今の客は日替特売の安い商品をまとめ買いをしていくため、それ以外の日はほとんど売れない。,
,,□,スーパー（企画担当）,販売量の動き,・台風の影響により、ポイントセールなどのチラシが功を奏さず、苦戦した。,
,,□,家電量販店（店長）,来客数の動き,・災害での特需により白物家電の売上は大幅に増えているが、全体的にはパソコンの伸び悩みもあり、変わらない。,
,,□,スナック（経営者）,単価の動き,・高級な銘柄の酒の注文が出ないことに加え、つまみとか食事をとる品数も少なく、客単価が上がらない。,
,,□,観光型旅館（経営者）,販売量の動き,・客が少し増えている感じはあるが、販売量は増えていない。,
,,□,都市型ホテル（経営者）,単価の動き,・予約状況はここ数か月変わらず、利用客の単価も上がってこない。,
,,□,タクシー運転手,来客数の動き,・相変わらず夜の客が少ない。近いところばかりで中長距離が少なく、客単価の伸びが悪い。,
,,▲,一般小売店［生花］（経営者）,来客数の動き,・盆や帰省などでお金を使った様子で、現在は消費を控えている傾向がうかがえる。,
,,▲,百貨店（営業担当）,それ以外,・前年同月と比較して、売上高及び来客数ともに前年を下回った。ブランド商品群は前年を維持したが、総じて他の商品は前年割れとなった。特にファッション関連や、美術・宝飾品などの商品群の落ち込みが目立った。,
,,▲,コンビニ（エリア担当）,お客様の様子,・８月、９月は、台風や雨が多かったことにより、来店客数が減った。消費も冷え込んでいる様子で客単価も下がり、トータル的に今一つ売上が伸びていない。,
,,▲,衣料品専門店（経営者）,販売量の動き,・残暑の影響で秋物の立ち上がりが遅く、ニットやジャケットの動きが例年より悪い。前年割れの店舗が多く、３か月前に比べても10％強売上が低下している。,
,,▲,衣料品専門店（経営者）,来客数の動き,・今月は残暑がきつかったが、気温が下がったときには秋物がそこそこ売れ、全体的には立ち直りの感はあった。しかし、台風被害があって４日ほど店を休んだことから、全体的には厳しかった。,
,,▲,家電量販店（店長）,単価の動き,・県内に同クラスのディスカウントストアができたため、販売量、単価ともに低下している。,
,,▲,家電量販店（営業担当）,来客数の動き,・今月は台風の影響で来客数が減った。特に新規の客が少なかった。,
,,▲,一般レストラン（経営者）,来客数の動き,・台風上陸の影響によりキャンセルが相次ぎ、売上が厳しいものとなった。,
,,▲,タクシー運転手,お客様の様子,・９月は台風の接近及び上陸が異常に多かったことから、利用客が減少した。,
,,▲,住宅販売会社（従業員）,それ以外,・原材料の単価が上がっており、今までと同じ利益率を確保するのは難しい。,
,,×,＊,＊,＊,
"企業
動向
関連

(四国)",,◎,－,－,－,
,,○,食料品製造業（従業員）,受注量や販売量の動き,・２、３か月前と比べると、新商品が出たので売上が伸びている。,
,,○,一般機械器具製造業（経理担当）,受注量や販売量の動き,・災害復旧の影響もあり、地域差はあるものの大型クレーンはおおむね高稼働となっており、それが受注増につながっている。,
,,□,輸送業（役員）,受注量や販売量の動き,・７月、８月は厳しい暑さの影響で、飲料関係や家電製品等を中心に大きく荷物が動いたが、９月になると再び数か月前の足踏み状態に戻った感がある。,
,,□,通信業（営業担当）,それ以外,・システム関連の設備投資については、業種によって慎重派と積極派に大きく二極化している。,
,,□,金融業（融資担当）,取引先の様子,・主要産業である建設土木はふるわず、また、不動産の動きも鈍く、賃貸物件の稼働率は低下している。,
,,□,広告代理店（経営者）,取引先の様子,・猛暑とアテネオリンピックで大幅に売上増があった業種も、９月はその反動なのか、勢いが止まった様子がうかがえる。しかし、建築業者は集中的に来襲した台風の影響で、５、６か月先まで仕事は埋まっているようである。,
,,▲,化学工業（営業所長）,受注量や販売量の動き,・原材料の値上げにより製品価格の修正を行っているため、様子見による買い控えが出ている。,
,,▲,電気機械器具製造業（経営者）,受注量や販売量の動き,・新規の受注が一巡し大きな受注が途切れたため、補修などの小さな仕事が中心となってきた。,
,,▲,電気機械器具製造業（経営者）,受注価格や販売価格の動き,・当社が扱っているコンピュータ関連の製品やパソコンの価格はどんどん下がってきている。,
,,▲,輸送業（支店長）,受注量や販売量の動き,・相次ぐ台風と原油価格の高騰で、出荷や生産活動に影響が出て、取扱高は前年を大きく割っている。,
,,▲,公認会計士,取引先の様子,・各取引先の資産表等を見ると、８月ぐらいから収入が落ち込んできている。特に、景気に敏感なタクシー会社の収入が落ち込んできている状況を見ると、景気はどうやら足踏み状態から、若干悪くなっているのではないかと判断される。,
,,×,－,－,－,
"雇用
関連

(四国)",,◎,－,－,－,
,,○,人材派遣会社（支店長）,求人数の動き,・今月は客からの派遣要請が前年比で20％増となり、企業の派遣利用の動きが非常に活発になってきている。,
,,○,職業安定所（職員）,求人数の動き,・新規求人数は前年に比べ12か月連続して増加した。派遣求人は一般事務及び機械、情報技術の求人が増加している。建設業では現場作業員の求人は必要最小限の補充にとどまり、土木技術者、営業関係を中心とした求人が多い。また、住宅、リフォーム関係の求人が増加している。,
,,□,職業安定所（職員）,雇用形態の様子,・求人数そのものはやや増加傾向にあるものの、相変わらず派遣請負業等の求人が中心であり、正社員の求人そのものは横ばい、又はどちらかと言えば減少傾向にある。,
,,□,職業安定所（職員）,求人数の動き,・新規求人数は建設業での減少が大きく、前年同月比で3.9ポイントのマイナスとなった。新規求職者は前年同月比で１割近く増加しているが、有効求職者は８か月連続で減少しており、その結果有効求人倍率はほぼ横ばいとなっている。,
,,□,学校［大学］（就職担当）,採用者数の動き,・求人数は例年並みに推移しているが、大卒の採用者は停滞のまま変化がみられない。,
,,▲,求人情報誌製作会社（従業員）,求職者数の動き,・求人情報の掲載数はそこそこあるが、それに対しての応募者数の数が少なくなっている。,
,,×,－,－,－,
,,,,,,
　１０．九州（地域別調査機関：（財）九州経済調査協会）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(九州)",,◎,高級レストラン（専務）,来客数の動き,・鹿児島の新幹線開業で、まだまだ来客数、売上とも増えている。,
,,○,スーパー（店長）,競争相手の様子,・競合大型店が出店したが、客数も増加し、客の買物自体は減っていない。やや良い状況である。,
,,○,スーパー（店長）,単価の動き,・食料品と住居関連は前年比110％である。衣料品は、夏物衣料の売行きが悪く、秋物衣料も仕掛けが遅かったため全滅し、前年比78％という悪さである。トータルでは、前年比102～103％で推移しており、２～３か月前に比べ大分改善している。,
,,○,スーパー（店長）,単価の動き,・今までは客数が多く、単価が下落するという傾向がみられた。しかし今月は、紳士服のアウターや子供服で、買上点数に加え、久しぶりに単価が上がっている。,
,,○,コンビニ（販売促進担当）,販売量の動き,・台風の影響で離島への販売が３日間止まったにもかかわらず、量販店向けが前年比9.7％増、コンビニ向けが4.3％増、ローカルスーパー向けが3.4％増となり、各チェーンとも前年を上回っている。,
,,○,家電量販店（経営者）,お客様の様子,・購入される商品が、安物と付加価値の高いものに二極化しているが、高付加価値商品の販売が増えてきた。,
,,○,家電量販店（企画担当）,来客数の動き,・全体的に客数が多くなっている。,
,,○,乗用車販売店（従業員）,来客数の動き,・平日、土日を問わず客の来場が多くなってきた。,
,,○,都市型ホテル（総支配人）,販売量の動き,・団体客は前年より減少しているが、ビジネス客が増加している。,
,,○,旅行代理店（従業員）,来客数の動き,・台風、残暑、長雨は響いたが、動きは活発になっている。ビジネス需要も増えているようだ。,
,,○,タクシー運転手,お客様の様子,・物の動きが少し活発になった。それに伴い人も動くようになり、時間を節約するためにタクシーを使う人が若干増えた。,
,,○,通信会社（業務担当）,販売量の動き,・台風の影響で平日は販売数が落ち込んだものの、週末は集客のためのイベントやチラシでの告知により、平日に比べ販売台数が大きく伸びた。,
,,□,商店街（代表者）,それ以外,・単価の動きも、物の動きも悪い。,
,,□,一般小売店［青果］（店長）,競争相手の様子,・スーパーのバイヤーたちの話では、状況は変わらないということである。,
,,□,一般小売店［茶］（店長）,来客数の動き,・近くに大型スーパーができたことに加え、台風も影響し、来客数に影響がでた。,
,,□,百貨店（営業担当）,販売量の動き,・福岡天神地区の消費は一進一退であり、婦人衣料等上向き始めた部門もあるが、台風の影響もあり、全体としては回復にはほど遠い。,
,,□,百貨店（業務担当）,お客様の様子,・これまでコーディネート販売を強化しており、複数点買う客が多かったが、今は客の選択消費が徹底し、単品で、しかも必要なものだけを買う傾向にある。,
,,□,百貨店（営業企画担当）,来客数の動き,・市内大型量販店のオープンから１年を経過し、影響も一回りしたと思われるものの、台風の影響や、福岡都心部の集客効果の拡大で客数の伸び悩みが続いている。,
,,□,スーパー（店長）,販売量の動き,・衣料品が非常に不振で、全体の足を引っ張っている。台風の影響が非常に大きい。,
,,□,スーパー（店長）,販売量の動き,・前月は客数は増えているが、１人当たりの買上点数が前年比90％であり、客単価が落ちている。,
,,□,スーパー（経理担当）,販売量の動き,・立て続けに台風が上陸し、臨時店休した関係で、売上が減少している。夏物商材がさばけていない。,
,,□,コンビニ（エリア担当）,単価の動き,・依然として買上点数が低く、客単価が低迷している。特に米飯等において低価格傾向が顕著である。,
,,□,衣料品専門店（総務担当）,お客様の様子,・立て続けに台風が上陸し、臨時店休した関係で、売上が減少している。夏物商材がさばけていない。,
,,□,その他専門店［ガソリンスタンド］（統括）,販売量の動き,・ガソリンの店頭価格は、メーカーの仕入価格値上げもあり９月も値上げとなったが、販売量は前年に比べ横ばいもしくは若干上回っている。要因として、９月に入っても引き続き残暑が厳しいことが考えられる。また、客にハイオクを勧めると、つきあいで購入してもらえる。,
,,□,その他小売［雑貨卸］（総務担当）,販売量の動き,・台風に関連する特需が若干あったが、景気を押し上げる力はなく、現況維持が精一杯である。,
,,□,その他飲食［居酒屋］（店長）,お客様の様子,・鹿児島中央駅の駅ビルが開店して流れがすっかり変わった。このままでは２～３か月、天文館はしばらく客待ちの状態が続く。夏の暑さが続き、客もちょっと疲れた感があるのか、客足がぐんと少なくなった。,
,,□,旅行代理店（従業員）,お客様の様子,・旅行客は、海外を含めあまり遠くに金をかけないという傾向がみられる。,
,,□,観光名所（職員）,来客数の動き,・観光施設については、入園者が前年より６％多くなっているが、この数字は前々年度、もしくはその前と変わらない数字であり、今後も特に増えそうな気配はない。ゴルフ場については２度の台風により同30％近い減少となった。,
,,□,競輪場（職員）,来客数の動き,・発売単価は横ばいにもかかわらず、入場者が減少している。,
,,□,住宅販売会社（従業員）,お客様の様子,・決算月であり、客に対して営業を積極的に行ったため、客の決断は早かったようである。しかし、客数自体が増えていないため、変化はあまりなかった。,
,,▲,商店街（代表者）,来客数の動き,・鹿児島中央駅の駅ビルがオープンし、大きく影響を受けた。,
,,▲,商店街（代表者）,来客数の動き,・台風の襲来で売上のほとんどない日が２日間あった。また、週末ごとに雨が降ったため商店街は来客数が少なく、非常に厳しい状況である。,
,,▲,百貨店（営業担当）,来客数の動き,・３か月前に比べ、更に街場への動員が減っている。６月に郊外に大型商業施設ができたことも要因かもしれないが、土日の来客が街全体で落ちている。,
,,▲,百貨店（売場担当）,販売量の動き,・月末になっても今一つ気温が低下せず、秋物商材が売れない。また、台風の影響で月末の重要な時期に売上を落としてしまい、販売量減の要因となった。,
,,▲,コンビニ（エリア担当）,単価の動き,・今月は気温が下がり、ソフトドリンク等の飲料、アイスの売上が低下している。しかし、肉まんやおでん等の売れ筋の秋冬物商材が思うように伸びず、総合では売上が下がっている。夏場とは打って変わって、必要なもの以外は買わず、低単価商品のみが売れており、厳しい状況である。,
,,▲,コンビニ（店長）,それ以外,・求人数は、各業界総じて前年比、前月比ともに125％以上の伸びをみせている。,
,,▲,衣料品専門店（店員）,販売量の動き,・秋物は夏物より単価が上がるが、客は来店しても「また見に来る」という声が大変多く、販売量の動きが少し少ない。,
,,▲,その他専門店［書籍］（店長）,販売量の動き,・客単価が落ちている。特に高額商品の販売力が落ちている。,
,,▲,高級レストラン（経営者）,来客数の動き,・台風のためキャンセルがでたほか、来客数も非常に悪かった。,
,,▲,都市型ホテル（スタッフ）,来客数の動き,・前年に比べ宿泊客が伸び悩んでいる。,
,,▲,旅行代理店（業務担当）,販売量の動き,・高齢者層の動きは堅調であるが、社会保険料の負担増や所得の伸び悩みなどの不安感からか、間際の旅行受注を含め前年を下回っている。,
,,▲,タクシー運転手,お客様の様子,・台風の影響により昼夜とも人が少なく、行楽、レジャー客も少なかった。,
,,▲,タクシー運転手,来客数の動き,・天候のせいか昼間のキャンセルが相次いだほか、夜の繁華街の客の出が大変悪く、売上が今までで一番悪い月になった。,
,,×,一般小売店［青果］（店長）,単価の動き,・商品が台風の影響から高値となり、商いがやりにくい。,
,,×,衣料品専門店（経営者）,それ以外,・客の着物離れが顕著である。,
,,×,乗用車販売店（経営者）,来客数の動き,・来客数が全くない。フェアをしているが、通常であれば100台は売れるのに、最終日の段階でも32台である。景気はとても悪い。,
"企業
動向
関連

(九州)",,◎,－,－,－,
,,○,農林水産業（経営者）,受注量や販売量の動き,・年末食材の確保シーズンに入ることもあり、原料肉の引き合いがここ１～２か月とても強い。輸入物が入ってこないせいもあるが、注文に応じきれない状態である。スーパー、居酒屋関連もおおむね順調である。ただし価格面は厳しい。,
,,○,家具製造業（従業員）,受注量や販売量の動き,・全体的には相変わらず低価格傾向ではあるが、デザイン性の高い物や高品質な物も良く売れるようになってきた。,
,,○,窯業・土石製品製造業（経営者）,受注量や販売量の動き,・荷動き、受注量ともに増えている。量販店の動きもいくらか以前よりいいようである。業者ごとに良いところと悪いところがはっきりしている。,
,,○,建設業（総務担当）,受注量や販売量の動き,・台風の直撃を受け、いわゆる台風特需である被害復旧工事が生まれ、必然的に給料が増えてきた。,
,,○,輸送業（従業員）,受注量や販売量の動き,・７月後半～８月は荷扱い量は伸び悩んだが、９月は台風の影響を除けば４～６月と同様に荷扱い量は多かった。,
,,□,農林水産業（従業者）,受注価格や販売価格の動き,・今のところ輸入牛肉が入ってきていないので、現状はそう変わらない。,
,,□,窯業･土石製品製造業（取締役）,競争相手の様子,・当業界の競争相手や受注、取引先の様子等は、３か月前に比べ変わらない。,
,,□,一般機械器具製造業（経営者）,受注量や販売量の動き,・受注量はそこそこあり、景気の不安感はないが、コストが大変厳しい。体力勝負であり、先行きのキャッシュフローにとても厳しさを感じている。,
,,▲,繊維工業（営業担当）,受注価格や販売価格の動き,・原油価格の高騰からガソリンや灯油が値上がりし、非常に厳しい。,
,,▲,電気機械器具製造業（経営者）,取引先の様子,・半導体関連は非常に動きが鈍くなっている。先行きについても読めない状況で、不透明さが増している。大手取引先も、先行きがわからないという態度を示している。,
,,▲,輸送用機械機具製造業（経営者）,受注価格や販売価格の動き,・材料価格が高騰し、収益を圧迫している。,
,,▲,経営コンサルタント,取引先の様子,・台風の影響で、実質的に２日程度の閉店状態を余儀なくされたところが非常に多く、売上は前年に比べ軒並み減少している。一部台風の影響による工事が発生し良いところもあるだろうが、全体的にはかなり不調である。,
,,×,農林水産業（従業者）,受注価格や販売価格の動き,・２度の台風で県内の農林水産物の被害総額は500億円を超えており、農協にも販売できる農作物がない。,
"雇用
関連

(九州)",,◎,職業安定所（職員）,求職者数の動き,・有効求職者数は減少傾向にあるが、就職件数や就職率は前年を上回っている。新規求職者の離職理由をみると、解雇による求職が減少傾向にある。また、全体の約１割は在職者の申込であるが、その割合が増えており、退職希望による求職が増加している。,
,,○,人材派遣会社（社員）,求職者数の動き,・100名単位の募集案件であっても、前年の半数くらいしか応募がない。また、派遣の待機スタッフの中では、就業中のスタッフが多い。,
,,○,人材派遣会社（社員）,求人数の動き,・求人数は、各業界総じて前年比、前月比ともに125％以上の伸びをみせている。,
,,○,新聞社［求人広告］（担当者）,周辺企業の様子,・自動車製造等の好調な業種では新聞求人案内が増えているが、全般的にはまだ厳しい。,
,,○,職業安定所（職員）,求人数の動き,・新規求人が前年に比べ増加し、新規求職者が減少している。しかし、まだ景気が良くなっているとはいえず、現在の傾向が続くかどうかはわからない。,
,,○,民間職業紹介機関（支店長）,求人数の動き,・人材派遣の需要に加え、紹介予定派遣、製造工程等の事務系以外での求人数も増加傾向にある。直接募集・直接雇用の色合いが濃かった部分にも、外部人材を求める動きがより強くなりつつある。,
,,□,求人情報誌製作会社（編集者）,求職者数の動き,・例年９月は求職者の動きが活発になるが、今年は動きが鈍い。前年に比べ求人数が増えていることがあげられる。また、福岡ではコールセンターなどで大量の雇用が発生し、労働力が吸収されている。,
,,□,求人情報誌製作会社（総務担当）,求人数の動き,・求人情報企業の掲載数が引き続き上向きである。当社の求人フリーペーパーの掲載企業とともに、インターネット求人での中途採用も伸びている。また、新卒採用についても企業の意欲は高まっており、新卒系採用サイトへの参加も順調な伸びをみせているが、伸び率は鈍化しつつある。,
,,□,職業安定所（職員）,求人数の動き,・求人増加の動きが少ない中で、新規求人に占める請負、派遣の求人の割合が40％を超えている。,
,,□,職業安定所（職員）,求職者数の動き,・新規求人が大幅に減少し、新規求職者が増加している。求職者については解雇等の会社の都合によるものの増加ではなく、転職希望等の自己都合によるものの割合が高い。,
,,▲,求人情報誌製作会社（経営者）,求職者数の動き,・当社の求人情報誌では、希望の求人情報を個人の携帯電話に配信するというサービスを行っているが、登録者数が２か月前に比べ倍になっている。これからも希望者は増えると思われ、求職者数は決して減少していないことを実感している。,
,,×,－,－,－,
,,,,,,
　１１．沖縄（地域別調査機関：（財）南西地域産業活性化センター）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
