"企業
動向
関連

(中国)",,◎,－,－,－,
,,○,農林水産業（従業者）,それ以外,・去年に引き続き沖合底引き網が順調である。また、不振だったイカ漁も若干だが増えていて、時化もあるのだが、定置網も安定していて網を上げれば漁がある。,
,,○,繊維工業（統括担当）,受注量や販売量の動き,・造船やその関連企業も好調のようであり、また制服製造の受注も大変好調である。,
,,○,化学工業（総務担当）,受注量や販売量の動き,・当社製品の最終メーカー（自動車・電機業界）の動きは、まだまだ良いように感じられる。12月の売上も前年比増であった。,
,,□,化学工業（総務担当）,受注価格や販売価格の動き,・先月と大きな変化はなく、生産量、出荷量共に安定している。社内は全般に高稼働率を維持しているが、デフレ圧力に加え物流費・原燃料費等の高騰により利益が出にくい状況である。,・前月と大きな変化はなく、生産量、出荷量共に安定している。社内は全般に高稼働率を維持しているが、デフレ圧力に加え物流費・原燃料費等の高騰により利益が出にくい状況である。
,,□,金属製品製造業（総務担当）,受注量や販売量の動き,・得意先の得意先でクレームが発生したが、それを補う受注があり、当社の生産としては順調に推移している。,
,,□,一般機械器具製造業（経営企画担当）,受注量や販売量の動き,・北米向けを中心とした海外向けの自社製品は好調に推移しているが、国内向けの仕入れ商品の売上は苦戦を強いられている。,
,,□,建設業（経営者）,受注量や販売量の動き,・最近、周辺で古い建物が解体されているが、新しい建築へと結びついていない。,
,,□,輸送業（統括）,取引先の様子,・ここにきて取引先の関係会社の一部が外部コンサルタントを入れ費用の見直しを洗い出しており、当社も見積の見直し要請が出ている。,
,,□,通信業（社員）,受注価格や販売価格の動き,・事業計画目標額の達成に向けて、客へ受注の追加を提案したが、価格競争では厳しいものがあり、受注まで至っておらず、売上目標がクリアーできない状況にある。年度末までの受注工程の完全実施と次年度向けの提案をしていかざるを得ないが、ますます厳しいものがある。,・事業計画目標額の達成に向けて、客へ受注の追加を提案したが、価格競争では厳しいものがあり、受注まで至っておらず、売上目標がクリアーできない状況にある。年度末までの受注工ほどの完全実施と次年度向けの提案をしていかざるを得ないが、ますます厳しいものがある。
,,□,通信業（営業企画担当）,受注価格や販売価格の動き,・ＬＡＮやインターネットの利用は地域企業にも広がりつつあり、廉価なＩＰ系通信サービスの受注は順調に伸びている。一方で品質を重視した従来型の高額通信サービスは減少が著しく、通信業界にとってはパイの拡大ではなく価格シフトであり、厳しい状況に変わりはない。,
,,□,金融業（営業担当）,取引先の様子,・市内の大手３社の下請の中で、良いのは一社だけで、他は良くないという状態がずっと続いている。,
,,□,金融業（業界情報担当）,取引先の様子,・自動車メーカーの輸出を中心とした主力車の販売好調を背景に、生産はフル操業を持続中である。一方、製品価格の値引き要請や原油高騰から樹脂原料価格の上昇などから利益率は伸び悩んでいる。,
,,□,会計事務所（職員）,取引先の様子,・どこも前年並みの売上高は何とか確保しているものの、内容面では売上単価を下げざるを得ないところが多く、状況は厳しい。特に納品関係は、メーカー直販や通販関連の侵食の影響が大きい。,
,,▲,食料品製造業（総務担当）,受注量や販売量の動き,・大手メーカーからの依頼が極端に減っている。,
,,▲,食料品製造業（総務担当）,受注量や販売量の動き,・同業他社を見ても売上が非常に悪い。年末年始に寒かったのでおでん食材が動いたが、昨年に比べて売行きがひどく悪く、景気の先行きに対する不透明感が購買に影響を与えている。,・同業他社を見ても売上が非常に悪い。年末年始に寒かったのでおでん食材が動いたが、前年に比べて売行きがひどく悪く、景気の先行きに対する不透明感が購買に影響を与えている。
,,▲,窯業・土石製品製造業（総務経理担当）,受注量や販売量の動き,・現在は大型物件の生産があり、見かけは高水準を維持しているように見えるが、新規の受注、引き合いが少ない。特殊な案件を除くと動きが鈍くなっている。,
,,▲,非鉄金属製造業（経理担当）,受注量や販売量の動き,・原料確保が難しくなっているものもあり、設備キャパがあっても増産できない製品もある。,
,,▲,電気機械器具製造業（総務担当）,受注量や販売量の動き,・自動車関連は好調でフル操業だが、携帯関連が急速に落ちてきた。,
,,▲,輸送用機械器具製造業（総務担当）,受注価格や販売価格の動き,・受注量は依然と同じ水準だが、原材料の高騰により採算は悪化している。,
,,▲,輸送用機械器具製造業（経理担当）,取引先の様子,・顧客である地元自動車メーカーの工場火災により絶好調から反転し、操業・売上は減少。しかし、顧客回復策により、減少幅は最低限にとどまる見込みである。,
,,▲,その他製造業［スポーツ用品］（総務担当）,受注量や販売量の動き,・以前から傾向としてはあったが、ここにきてレギュラー商品の受注が更に減ってきており、その穴埋めとして新商品や別注、イージーオーダー等が増えてきている。,
,,▲,コピーサービス業（管理担当）,取引先の様子,・この時期は年度末特需の見込みがでるころだが、昨年と比べ数が少ない。,・この時期は年度末特需の見込みがでるころだが、前年と比べ数が少ない。
,,×,建設業（営業担当）,受注価格や販売価格の動き,・鉄関係、石油関係の価格高騰により事業計画金額と受注側金額のかい離が大きくなり、見積は提出しても受注には結びつかなくなっている。,
"雇用
関連

(中国)",,◎,－,－,－,
,,○,職業安定所（職員）,求人数の動き,・新規求人数がかなり増えてきている。,
,,○,民間職業紹介機関（職員）,求人数の動き,・自動車関連においては、零細規模企業でも人員不足で対応できずに「仕事を断る」現象が生じている。また他業界メーカーでも積極採用を打ち出し、これまで中途採用に消極的だったが２けた増員の正規雇用を計画しているところもある。新規事業のための増員など次の時代（世代）を見つめた動きが活発化してきた。,
,,□,人材派遣会社（支店長）,雇用形態の様子,・製造業の中でデジタル関係は営業利益を下方修正したため、人員の供給面は厳しいのではないか。ただし自動車は地元メーカーの火災などもあったがそれなりに良い。,
,,□,求人情報誌製作会社（支店長）,求人数の動き,・求人数は依然として多い。例年、求人が多い時期でもあるが、企業サイドの人材に対する要望レベルも上がっている。,
,,□,職業安定所（職員）,求人数の動き,・新規求人には大きな動きはなく、前年に比較し減少しているが、求職はパートを中心に増加傾向にある。,
,,□,職業安定所（雇用開発担当）,求人数の動き,・採用を控えていた企業の求人が出始めたが、大きな動きではなく、当面この動きが続くのではないか。,
,,□,民間職業紹介機関（職員）,採用者数の動き,・正社員の求人は多いが、求人条件のハードルが低くなく、また求職者の就業能力レベル・スキルが、派遣社員等を経験している層では急落しているため、正社員として採用される人が一向に増えない。,
,,□,学校［短期大学］（就職担当）,求人数の動き,・前年同期と比較すると、都市圏からの求人は件数及び求人数ともに増加の傾向を示しているが、地元地域や県内からの求人は件数及び求人数共に横ばいか微減の傾向があり、景気回復が必ずしも地方にまでは波及していない。,
,,▲,職業安定所（職員）,求人数の動き,・求人数は前年同月に比べ件数、人数とも下がっていて、特に卸小売、飲食店関係の減少が著しい。また年末年始の繁忙期を対象にしたものも、控え目なものになっている。,
,,▲,学校［大学］（就職担当）,求人数の動き,・新着の求人の当年度分は前年と比べて特に増えていることはない。また次年度分についてもゆっくりとしたスタートで、景気の回復を予見させるものはない。,
,,×,－,－,－,
,,,,,,
　９．四国（地域別調査機関：四国経済連合会）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(四国)",,◎,一般小売店［書籍］（営業担当）,販売量の動き,・プロ野球オープン戦のチケットが良く売れるなど、客の財布のひもがだいぶ緩んできており、販売量が前年比105.9％と好調に推移している。,・プロ野球オープン戦のチケットが良く売れるなど、客の財布のひもが大分緩んできており、販売量が前年比105.9％と好調に推移している。
,,◎,衣料品専門店（経営者）,来客数の動き,・今年の１月は曜日の配列が悪く心配していたが、遠出をする人が少なく、近隣で買物をする人が増えたことに寒さが急にやって来たことが重なり、来客数が増え、コートやジャケットの重衣料などが相当売れた。,
,,○,家電量販店（店長）,販売量の動き,・主要商品の売上がすべて前年を上回っている。特にマッサージチェアが前年比300％、薄型テレビが250％、エアコンが180％とよく伸びている。また、パソコンの売上が回復したのも大きい。,・主要商品の売上が全て前年を上回っている。特にマッサージチェアが前年比300％、薄型テレビが250％、エアコンが180％とよく伸びている。また、パソコンの売上が回復したのも大きい。
,,○,住宅販売会社（従業員）,お客様の様子,・30代前半ぐらいの若い夫婦の展示場への来場が増えてきている。若い方でも家を持ちたいといった願望が強まってきている。,
,,□,百貨店（売場主任）,来客数の動き,・冬物商品の割引セールがスタートしたが、客の動きが鈍い。特に、冬物衣料に対する購買意欲が低く、来客数も減っている。,・冬物商材の割引セールがスタートしたが、客の動きが鈍い。特に、冬物衣料に対する購買意欲が低く、来客数も減っている。
,,□,百貨店（営業担当）,それ以外,・来客数はわずかに前年割れとなったが、売上高は前年を確保した。ファッション関連商品やブランド商品群が堅調に推移したほか、各部門ともほぼ前年を確保した。,
,,□,百貨店（営業担当）,お客様の様子,・余計な物は買わない。欲しい物は限界まで我慢し、買うときには良い物を購入するといった客の様子に変化はみられない。個人消費の低迷はまだまだ続いている。,
,,□,スーパー（店長）,販売量の動き,・暖冬の影響により、冬物はあまり売れていないが、定番商品がそこそこ売れているので、販売量はあまり変わらない。ただし、１月に入って、ビールの値上げで酒の売上の伸びが良くないのが気になる。,
,,□,スーパー（店長）,単価の動き,・特売をすれば売れるという状況は、だんだんとなくなってきており、必要な物以外は買わない傾向が強くなっている。,
,,□,衣料品専門店（経営者）,お客様の様子,・寒くなってきたので１月のバーゲンはスタートから好調に推移しており、ジャケットやコートなど重衣料の売上が例年に比べ伸びているが、一時的な動きであり、景気回復によるものとはいえない。,
,,□,家電量販店（営業担当）,来客数の動き,・来客数は先月に比べて多少悪くなっているが、冷蔵庫などの売上が好調なため、客単価は上がっている。,・来客数は前月に比べて多少悪くなっているが、冷蔵庫などの売上が好調なため、客単価は上がっている。
,,□,乗用車販売店（従業員）,お客様の様子,・来客数は先月に比べて多くなったが、商談の期間が伸びており、買い控え感がうかがえる。,・来客数は前月に比べて多くなったが、商談の期間が伸びており、買い控え感がうかがえる。
,,□,乗用車販売店（従業員）,販売量の動き,・リサイクル法が今月よりスタートしたが、客にはあまり抵抗もなく、スムーズにスタートしている。,
,,□,乗用車販売店（営業担当）,来客数の動き,・受注量は計画通りにいったが、１月から施行されたリサイクル法や軽自動車の希望ナンバー制の説明・手続の手間が増えたため、契約を締結するまでの時間がかなりかかった。また、価格面での競争も激しくなってきている。,
,,□,一般レストラン（経営者）,単価の動き,・単価が下がっており、販売量を増やしても、売上の増加にはつながらない。,
,,□,都市型ホテル（経営者）,単価の動き,・人の動きは、若干良くなってきているが、単価が依然として下がっており、売上自体は変わらない。単価と人の動きには負の相関関係がある。,
,,□,設計事務所（所長）,それ以外,・民間のマンション開発物件以外では、あまり大きな投資がみられない。,
,,▲,商店街（代表者）,販売量の動き,・初売りや福袋の販売量がかなり落ちた。また、冬物バーゲンもスタートしたものの、買上点数がかなり落ちており、全体的に陰りがある。,
,,▲,一般小売店［生花］（経営者）,競争相手の様子,・同業者に聞くと、スーパーや大型店の出店が多く、小規模小売店の売上がどんどん落ちていっている。このままだと、零細販売店は大規模販売店に売上を奪われてしまうのではないかと心配している。,
,,▲,一般小売店［乾物］（店員）,販売量の動き,・年末年始の曜日の並びが悪かった上、天候が悪かったことから、売上は非常に低調であった。,
,,▲,スーパー（店長）,お客様の様子,・２月３日の節分の豆商材とバレンタイン関係の動きが悪い。,
,,▲,スーパー（財務担当）,来客数の動き,・既存店の来客数を３か月前と比べると、昨年比が105.7％から102.2％へと3.5ポイント悪くなった。,・既存店の来客数を３か月前と比べると、前年比が105.7％から102.2％へと3.5ポイント悪くなった。
,,▲,コンビニ（経営者）,単価の動き,・来客数はあまり変わらないが、客単価は少し下がっている。また、競合店が周りにできたため、売上が少し下がっている。,
,,▲,コンビニ（店長）,お客様の様子,・正月の独特な華やかな雰囲気は感じられず、若者の帰省客もまばらで、平日と全く変わらなかった。スーパーの正月長時間営業が固定化したため、正月の来客数も増えなかった。また、節分用の商品予約もなく、全体的に盛り上がりに欠けている。,
,,▲,旅行代理店（従業員）,来客数の動き,・今年に入って、寒い日が続いており、来客の動きが鈍い。昨年に比べて、特にスキー客の予約状況が思わしくない。また、東京への航空券の予約状況も今一つであり、春の個人、グループ旅行の相談も少ない。,・今年に入って、寒い日が続いており、来客の動きが鈍い。前年に比べて、特にスキー客の予約状況が思わしくない。また、東京への航空券の予約状況も今一つであり、春の個人、グループ旅行の相談も少ない。
,,▲,タクシー運転手,来客数の動き,・正月が明けてから夜に飲みに出る人が、ぐっと減った。昼も冷え込みがあまり厳しくなく、暖かい日が続いているので、客が少なく、今月も非常に悪い。,
,,×,＊,＊,＊,
"企業
動向
関連

(四国)",,◎,＊,＊,＊,
,,○,一般機械器具製造業（経理担当）,取引先の様子,・東海地区における、排出ガス規制の買換え需要から、受注が好調である。,
,,○,通信業（営業担当）,それ以外,・年度末や来年度を意識したＩＴ化、情報化への設備投資の提案に乗ってくれる企業が増えてきた。,
,,□,電気機械器具製造業（経営者）,受注量や販売量の動き,・３月の年度末に向かって、例年どおり忙しくなった。,
,,□,電気機械器具製造業（経営者）,受注価格や販売価格の動き,・円高の影響により、収益が悪くなってきている上、販売価格の値下げ要請があり、価格面でも厳しい。,
,,□,広告代理店（経営者）,取引先の様子,・冬物衣料のバーゲン中であるが、全般的に小売店も量販店も、昨年以上の不調のようである。特に高額商品の動きが鈍く、消費マインドはまだまだ低い。,・冬物衣料のバーゲン中であるが、全般的に小売店も量販店も、前年以上の不調のようである。特に高額商品の動きが鈍く、消費マインドはまだまだ低い。
,,□,公認会計士,取引先の様子,・取引先の集金状況がいまだに悪く、資金繰りの良くない状況が続いている。また、資産表等から判断すると、売上も利益も伸びていない企業がほとんどで、依然、景気は良くない。,
,,□,輸送業（役員）,受注量や販売量の動き,・愛媛県や高知県での荷物の動きがあまり良くない。,
,,□,金融業（融資担当）,取引先の様子,・一部、製造業で好調であるが、経済基盤が高知県内の企業は、受注高、受注活動も低調である。,
,,▲,食料品製造業（従業員）,受注量や販売量の動き,・今年になって、商品の受注が全くない。,
,,▲,パルプ・紙・紙加工品製造業（経営者）,受注量や販売量の動き,・従来商品の受注が極端に落ちており、新商品やギフト、ＳＰ（販促）商品で辛うじて前年度実績に近いところを維持している。,
,,▲,輸送業（支店長）,受注量や販売量の動き,・台風被害を受けていた青果物の出荷がほぼ回復してきたが、期待していた一般貨物の初荷の動きがさっぱりで、前年を大きく下回っている。,
,,×,建設業（総務担当）,それ以外,・工事高は前年並みを確保できているものの、し烈な受注価格競争のため、収益は大幅に悪化している。,
"雇用
関連

(四国)",,◎,－,－,－,
,,○,求人情報誌製作会社（編集者）,求人数の動き,・求人数としては、４月の年度初めに向け、即戦力となる人材を採用したいという企業が増え、求人広告の需要が少し伸びている。,
,,○,求人情報誌製作会社（従業員）,求人数の動き,・求人数の動き、数共に、業種によって非常にむらがある状況が続いている。,
,,○,民間職業紹介機関（所長）,求人数の動き,・求人件数及び求人数の増加が見受けられる。,
,,□,職業安定所（職員）,雇用形態の様子,・求人自体は相変わらず微増を続けているが、派遣、業務請負等の求人によるものであり、正社員の求人数は横ばいで推移している。,
,,□,職業安定所（職員）,求人数の動き,・新規の求職者数は、前年に比べ再び減少に転じた。しかし、これは卸売・小売業が減少したことによるものであり、逆に医療・福祉では、看護士、介護福祉士などの有資格者の欠員補充による求人が増加している。,
,,▲,職業安定所（職員）,求職者数の動き,・正社員希望の求職者が、パートや臨時の求人への応募に変更するケースがみられ始めている。,
,,×,新聞社［求人広告］（担当者）,周辺企業の様子,・どこの企業とも広告出稿の意欲がない。,
,,,,,,
　１０．九州（地域別調査機関：（財）九州経済調査協会）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(九州)",,◎,－,－,－,
,,○,百貨店（営業担当）,販売量の動き,・秋口に比べ売上が落ち着いている。初売りやセールの影響もあるが、春物の動きがよく、月後半の売上が安定している。,
,,○,百貨店（営業担当）,販売量の動き,・昨年末までの暖冬による冬物商品の買い控えの反動か、１月に入ってからセールの動きが好調である。前年を上回る実績で推移している。,・前年末までの暖冬による冬物商材の買い控えの反動か、１月に入ってからセールの動きが好調である。前年を上回る実績で推移している。
,,○,百貨店（売場担当）,販売量の動き,・来客数は前年比97％程度であったが、売上高は100％を若干超えそうである。12月の売上高は同97％であったが、１月の初売り以降のクリアランスでは衣料品を中心に順調に推移したためである。また、プロパー商品についてもそれほどの落ち込みがなく、客単価、一品単価とも前年を上回っている。,・来客数は前年比97％程度であったが、売上高は100％を若干超えそうである。12月の売上高は同97％であったが、１月の初売り以降のクリアランスでは衣料品を中心に順調に推移したためである。また、定価品についてもそれほどの落ち込みがなく、客単価、１品単価とも前年を上回っている。
,,○,百貨店（営業企画担当）,販売量の動き,・気温が下がったため、冬物別途品を中心に好調となった。一方クリアランスの勢いは、スタート時期だけに終わっている。前年の市場環境の変化も一巡し、客数も増加の傾向にある。,
,,○,スーパー（店長）,販売量の動き,・前年に比べ、福袋が高額のものも含めかなり売れた。また気温も下がったため、久しぶりに肌着・防寒関係、婦人・紳士アウターを中心として購買点数も多くなっており、何か月ぶりかの売行きである。,
,,○,スーパー（店長）,お客様の様子,・気温が低いためであるが、衣料品が好調である。,
,,○,スーパー（企画担当）,販売量の動き,・冷え込んできたため、鍋物関連商材の動きが良く、購買点数、客単価が増加傾向にある。,
,,○,スーパー（経理担当）,販売量の動き,・相変わらず客数が増加しているほか、客数の増加率には及ばないものの販売量も既存店レベルで高く、前年並みで推移している。,
,,○,乗用車販売店（従業員）,来客数の動き,・来客数が少しずつ多くなり、週末はショールームに活気が出てきた。,
,,○,通信会社（業務担当）,販売量の動き,・三が日の販売から好調なスタートを切り、その勢いで平日も極端な販売台数の減はなく、週末も来店客数が多かった。人気商品は品切れ状態に近くなったほどである。,
,,□,商店街（代表者）,来客数の動き,・初売りのときに少し来客数が伸びたが、その後は寒さも手伝って商店街の来街客数が少ないようである。,
,,□,商店街（代表者）,単価の動き,・天候が悪く、客の動きも悪かった。値引きしているため単価が安く、売上が伸びない。,
,,□,百貨店（売場主任）,単価の動き,・セール時期には久しぶりに売場もにぎわったが、客はまだ価格にシビアで、店頭の様子からは本来の勢いが感じられない。,
,,□,百貨店（総務担当）,販売量の動き,・期待した冬のクリアランスセールも、スタートは順調だったものの、勢いが続かなかった。,
,,□,百貨店（営業担当）,来客数の動き,・初売り福袋は、夢のある高額商品の動きは良いが、家具、電化製品等いつでも買える商材は、値ごろ価格にもかかわらず購買が少ない。ただし初売り全体では買上単価は伸びている。,
,,□,百貨店（営業担当）,販売量の動き,・先月に続き前年実績はクリアできそうだが、様々な仕掛けをした上での実績クリアである。実質としてはほぼ実績並みである。,・前月に続き前年実績はクリアできそうだが、様々な仕掛けをした上での実績クリアである。実質としてはほぼ実績並みである。
,,□,百貨店（販売促進担当）,販売量の動き,・福袋の売上数量が年々減っている。,
,,□,百貨店（業務担当）,単価の動き,・冷え込みにより衣料品に動きがあったが、クリアランス時の割引価格を適正価格と感じている客が多い。客は価格に慎重になっている。,
,,□,スーパー（経営者）,お客様の様子,・客は商品を選ぶときに慎重になっているほか、買い控えもみられる。,
,,□,スーパー（店長）,単価の動き,・客数の増加はあるが、客単価の伸びは今一歩である。競合店は、客数が伸びている様子がみられない。全体的に景気は横ばいである。,
,,□,スーパー（店長）,販売量の動き,・年末年始は前年比110％程度で推移していたが、平日は厳しく、同95％くらいで推移している。衣料品は前月に比べ約10％は改善しているが、依然として冷え込んでいる。,
,,□,スーパー（店長）,単価の動き,・売り尽くしをやっており、客数は非常に大きく伸びているが、１人当たりの買上点数前年比88％と、ここ１年継続して下がっている。,
,,□,コンビニ（エリア担当）,単価の動き,・特に高年齢のサラリーマンが、昼食を低単価商品で済ませる傾向が目立つ。,
,,□,コンビニ（エリア担当）,単価の動き,・三が日の売上は前年比95％程度であった。客数はあまり変わらなかったが、客単価が低下している。中旬から下旬にかけては売上の下降傾向が見られるが、今年は例年をはるかに下回っている。,
,,□,衣料品専門店（店長）,来客数の動き,・１月４日以降の初売りの客足はよかったが、中旬からぱったり止まった。,
,,□,衣料品専門店（店員）,販売量の動き,・正月からセールが始まり、客数も多く、まとめ買いも多くみられたため、前年より売上が上がった。しかし、その後は一気にセール熱が下がり、客単価が下がった。,
,,□,家電量販店（総務担当）,単価の動き,・デジタル家電は台数ペースでは好調だが、単価が下落しており、売上は横ばいに近い。,
,,□,乗用車販売店（管理担当）,販売量の動き,・客数、販売量とも前年を上回るところまでいかず厳しい状況が続いている。自動車リサイクル法が１月から始まることから、12月に新車購入が発生したため、今月はその反動が少しあった。販売量は、台数は増えているが販売単価が下がり、売上全体としては前年並みである。,
,,□,住関連専門店（経営者）,来客数の動き,・来客数は新入学生用の学童机の動きでまあまあであるが、ブライダル家具等の大物家具の動きは依然として厳しい。,
,,□,その他専門店［医薬品］（従業員）,お客様の様子,・風邪薬等の季節商品の動きが例年より悪い。今年は鼻炎薬が売れるだろうと言われているが、風邪薬の落ち込みを補うほどの動きではない。,・風邪薬等の季節商材の動きが例年より悪い。今年は鼻炎薬が売れるだろうと言われているが、風邪薬の落ち込みを補うほどの動きではない。
,,□,その他専門店［ガソリンスタンド］（統括）,販売量の動き,・月に消費するガソリン量は変わっていないものの、一度で満タンにしなくなっている。来客数はプラスだが、販売量は横ばいである。,
,,□,その他専門店［ガソリンスタンド］（統括）,販売量の動き,・本格的な寒さを迎え、暖房用の灯油等の販売が順調に伸びている。燃料油全般も、２月の元売値上げを控え、１月の値崩れも心配したほどではなかった。販売量は前年並みである。,
,,□,高級レストラン（スタッフ）,来客数の動き,・今年になって人の動きがあまりなく、来客の様子にも活発さがみられない。,
,,□,その他飲食［居酒屋］（店長）,来客数の動き,・新年のあいさつ等が例年になく少なく、客の入りも前年比70％程度と驚くほど少なかった。,
,,□,旅行代理店（従業員）,単価の動き,・スマトラ沖地震の津波により、新婚旅行、学生旅行に影響が出ている。韓国等のアジアやグアム等、どちらかといえば低単価のものに振り替えられることが多い。,
,,□,旅行代理店（業務担当）,販売量の動き,・個人観光旅行は前年を下回っているが、寒波の影響で北海道旅行が増えてきた。しかし、関東の大型テーマパークへの旅行が低調なほか、受験生旅行も前年実績を大幅に下回っている。ただし、ビジネス旅行は堅調に伸びているため、総合すると若干前年を上回っている。,
,,□,タクシー運転手,来客数の動き,・以前にも増して空車時間が長くなった。また、ワンコインバスという高齢者用のバスができたので、日中の高齢者の利用回数が減り、待ち時間が長くなった。,
,,□,通信会社（管理担当）,販売量の動き,・仕事自体は多いが、過当競争のためいずれも利幅が小さいか赤字に近い。この傾向が続いている。,
,,□,テーマパーク（職員）,来客数の動き,・年末年始の曜日配列が悪く、宿泊の伸びもいま一つである。ただしゴルフは順調に推移している。予約状況としては、２月の一部の休日は海外の旧正月やスポーツキャンプ効果が出ている日もある。,
,,□,観光名所（職員）,来客数の動き,・ゴルフ場は、寒いということもあり前年比５％減となっている。単価も依然として低く推移している。,
,,▲,一般小売店［青果］（店長）,それ以外,・昨年末までは高単価商品の動きが良かったが、年明けは動きが鈍くなっている。販売量が少ないにもかかわらずなかなか単価が上がらない。,・前年末までは高単価商品の動きが良かったが、年明けは動きが鈍くなっている。販売量が少ないにもかかわらずなかなか単価が上がらない。
,,▲,百貨店（販売促進担当）,お客様の様子,・12月まで続いた百貨店の売上不振から一転し、１月は売上が上昇している。プロパー商品の時期が不振でバーゲン期が好調という状況からすると、景気はまだ悪いと判断できる。今年は例年以上にこの傾向が強く、景気が良いように見えるが、実情は悪い。,・12月まで続いた百貨店の売上不振から一転し、１月は売上が上昇している。定価品の時期が不振でバーゲン期が好調という状況からすると、景気はまだ悪いと判断できる。今年は例年以上にこの傾向が強く、景気が良いように見えるが、実情は悪い。
,,▲,スーパー（総務担当）,単価の動き,・まだまだ客は低価格指向が強い。特に食料品、日用雑貨で顕著に表れている。,
,,▲,コンビニ（店長）,単価の動き,・通勤通学時の客数は結構あるが、小遣いをあまり持っていないのか、安いものに手が行く。,
,,▲,衣料品専門店（総務担当）,単価の動き,・宝飾品の販売単価が前年比10％下がった。特に輸入時計の販売個数が半減している。呉服商品の販売数は同10％増と伸びているが、単価が下がっている。,
,,▲,家電量販店（経営者）,販売量の動き,・高級機種や付加価値の高い物が比較的によく売れてはいるが、販売数が少ないため、全体の売上が伸びない。,
,,▲,高級レストラン（専務）,来客数の動き,・客は正月にたくさん金を使い過ぎたようで、かなり売上が落ちている。,
,,▲,一般レストラン（スタッフ）,来客数の動き,・正月の売上は、雨のせいかもしれないがあまり出足が良くなかった。客の店選びも非常に厳しい。,
,,▲,一般レストラン（スタッフ）,お客様の様子,・正月の営業では、前年に比べ団体客、家族連れ共に減っている。,
,,▲,スナック（経営者）,単価の動き,・客は会社の経費があまり使えず個人払いとなるため、値引き交渉することが多い。また売掛の支払が、新年度の４月以降にずれ込む客等もいる。,
,,▲,都市型ホテル（副支配人）,単価の動き,・客の価格交渉が非常に大きくなっているほか、同業他社の空室も目立つ。,
,,▲,タクシー運転手,来客数の動き,・買物等で歓楽街に来る客が減っている。飲食店のママさんの話では、前年に比べ売上が半分から３分の１に減ったということである。,
,,×,商店街（代表者）,販売量の動き,・来店者数が増えても、購買にはなかなかつながらない。購買数がすごく下がっている。,
,,×,スーパー（店長）,来客数の動き,・食品競争店が出て、近くの店も対抗してきた。また100円均一、ドラッグストア等も同時に開店し、客数減、販売点数減が一時的に出ている。,
,,×,コンビニ（経営者）,単価の動き,・競合店の出店による来客数の減少は今までもあったが、ここ１か月は消費の冷え込み、客単価の低下がみられる。客は無駄なものは一切買わず、客単価の低下が顕著である。,
,,×,コンビニ（店長）,お客様の様子,・客数、客単価とも下がり、人の動きも静かである。寒いため人も出てこない。子どもたちほとんど家にこもっているようだ。,
,,×,コンビニ（販売促進担当）,販売量の動き,・今月は過去にない数字の悪さであった。一番売上を稼ぐ量販店向けが前年比89％、コンビニエンスストア向けが同93.4％、ローカルスーパー向けは同111.6％となった。弁当は同66.5％と大幅に下落している。,
,,×,衣料品専門店（店長）,来客数の動き,・全く客の来ない年末らしくない年末商戦であったが、年が明けてもその傾向は全く変わらない。相変わらず客が寄り付かない日々が続いている。時期的に冬物一掃セールをかけているが、全く期待できない。,
"企業
動向
関連

(九州)",,◎,＊,＊,＊,
,,○,家具製造業（従業員）,受注量や販売量の動き,・年間売上の各月平均を100とした指数でみると、例年１月は75程度だが、今年は110となった。特に高額商品が動いた。,
,,○,精密機械器具製造業（経営者）,受注量や販売量の動き,・今までになかった新しい製品の受注が、少し増えている。,
,,○,建設業（総務担当）,受注量や販売量の動き,・一部上場企業の大手建設業者が、地元でも活発に受注活動を続けている。当社はその下請として受注できる見通しがついてきた。,
,,□,農林水産業（従業者）,受注価格や販売価格の動き,・食肉関係の動きとしては、消費者はまだ安価なものを選ぶため、厳しい状況である。,
,,□,農林水産業（従業者）,受注価格や販売価格の動き,・年明け以降、出荷数量はやや減少気味であるが、販売価格はほぼ例年並みである。,
,,□,一般機械器具製造業（経営者）,受注量や販売量の動き,・昨年10月ごろから受注量は減少気味である。好景気を維持しているのは、自動車業界等、特定業界のみである。,・前年10月ごろから受注量は減少気味である。好景気を維持しているのは、自動車業界等、特定業界のみである。
,,□,金融業（営業担当）,受注量や販売量の動き,・製造業、小売業において、販売先の受注量、売上が前年より若干落ちている。,
,,□,経営コンサルタント,それ以外,・仕事の内容としては、コスト削減やリストラ絡みのものが相変わらず多い。,
,,▲,窯業・土石製品製造業（経営者）,競争相手の様子,・今月消費者向けの地元での展示会があったが、なかなか動向がつかめず受注も低調に終わった。新春の消費地での問屋の見本市も芳しくなく、メーカーの手持ちの受注も減っており、先が思いやられる。,
,,▲,輸送業（従業員）,受注量や販売量の動き,・以前は月初、月末に集中する等、物流の動きに波があったが、今はそういったことがなく少ない状態で推移している。,
,,▲,金融業（調査担当）,取引先の様子,・法人融資に加え、個人融資も伸びが鈍化してきた。,
