,,□,輸送用機械器具製造業（経営企画担当）,受注量や販売量の動き,・国内需要が伸び悩むなか、安定した受注量となっている。市場全体の分母が伸び悩むなかでの安定的な受注量によりシェアが増加している。,,
,,□,輸送用機械器具製造業（財務担当）,取引先の様子,・景況を改善させるほどの好材料は出ていない。,,
,,□,建設業（総務担当）,受注量や販売量の動き,・受注予想を含め、技術者の稼働がこの先１年は目一杯の状態が続いている。,,
,,□,建設業（総務担当）,取引先の様子,・大手建設会社による施工不正の問題で、先行きが読めなくなってきている。,,
,,□,輸送業（支店長）,受注量や販売量の動き,・電子商取引市場が伸びているが、小口や会社からの荷物は利用客が減少している。,,
,,□,輸送業（総務担当）,取引先の様子,・受注する輸送量には変化はない。人手不足感は相変わらず大きく、この点では好況感がある。しかし運賃が上昇する傾向は見受けられず、結果的には変化なしの状況が続いている。,,
,,□,通信業（営業企画担当）,取引先の様子,・取引先の通信サービスの検討についてはコスト削減がメインとなっている。情報系投資については機器の更新はあるものの、大きな設備更改案件が発生していない。,,
,,□,金融業（自動車担当）,取引先の様子,・地元自動車メーカーの世界的な販売好調を背景に、系列の自動車部品メーカーの受注は高水準を継続している。製造ラインのコスト削減効果もあり、過去最高の利益を出すところも多数ある。,,
,,□,金融業（貸付担当）,取引先の様子,・11月の取引先の様子から、身のまわりの景気は３か月前と変わらない。取引先の小売業では年末年始の売上増加を期待しているが、現状では前年と比べても横ばいもしくはやや減少との回答が多く、３か月前の販売量と比べても良くなっていないと声を聞いている。一部企業においては、原料高を価格に転嫁できず、業績は前年割れしていることも、景気が変わらないと判断する材料になっている。,,
,,□,会計事務所（職員）,取引先の様子,・得意先の何社かの毎月の月次決算書を見ても、売上、利益　ともに前年とあまり変わりなく、借入金の大きな変化も見られない。可もなく不可もなくで推移している。,,
,,▲,化学工業（経営者）,受注量や販売量の動き,・特に中国の景気低迷の影響により主要取引先の輸出が減少し、生産計画の下方修正の影響で受注量が減少基調にある。,,
,,▲,化学工業（総務担当）,受注量や販売量の動き,・これから先の出荷見通しが厳しくなってきており、先行きに不安がある。,,
,,▲,鉄鋼業（総務担当）,受注量や販売量の動き,・受注金額が自動車関連を中心に予算より10数％下回ってきており、１月から３月は稼働に穴が開く可能性も出てきている。,,
,,▲,非鉄金属製造業（業務担当）,受注量や販売量の動き,・ここに来て中国経済減速の影響が鮮明になってきており、中国における国慶節での客の主要製品の売上が、予想を大きく下回っている。,,
,,▲,金属製品製造業（総務担当）,受注量や販売量の動き,・工作機械業界からの受注が３か月前に比べると半減している。中国での案件が受注に至っていないことに加え、国内では補助金に関連する案件がほぼ終了となったため、一段落していることによる。,,
,,▲,電気機械器具製造業（総務担当）,受注価格や販売価格の動き,・受注量は前年並みであるが　適正利益での受注単価の上昇が課題である。それとともに今後受注量の確保ができるかが心配であり、設備投資にちゅうちょしている。,,
,,▲,その他製造業［スポーツ用品］（総務担当）,受注量や販売量の動き,・翌年１月からの予算組みをしているが、当面生産量や受注量は引き続き低下する見込みである。,,
,,▲,輸送業（経理担当）,受注量や販売量の動き,・国内貨物の荷動きにそれほど変化はないが、輸出貨物が低調であり、全体として悪くなっている。,,
,,▲,不動産業（総務担当）,それ以外,・来客数や成約件数が減少している。要因として他業者によるポータルサイトの膨大な量の広告掲載の影響がある。,,
,,×,－,－,－,,
"雇用
関連

(中国)",,◎,＊,＊,＊,,
,,○,新聞社［求人広告］（担当者）,周辺企業の様子,・地場中堅の土木会社で、来春採用の高校新卒内定者の半数が内定を辞退するという事態があり、待遇など条件の良い大手に移ったものと見られている。大都市部の好況で今後も類似のケースが出るのではと関係者は不安がっている。,,
,,○,新聞社［求人広告］（担当者）,雇用形態の様子,・来春卒業予定の県内高校生の就職内定率が３年連続で上昇している。リーマンショック直前のレベルまで回復し、過去20年で３番目の高さとなっている。企業の採用意欲も高く、製造業を筆頭に建設業、小売業など多くの業種で求人数が増え、前年同期比で8.3％と高い伸びを見せている。,,
,,○,職業安定所（産業雇用情報担当）,求人数の動き,・新規求人数が主要各業種で大幅に増加し、月間有効求人倍率が1.55倍となり県内トップとなっている。1.5倍を超えたのは平成26年２月の1.51倍以来の水準である。特に医療福祉関連専門職、ビルメンテナンス、警備業などのサービス業で人手不足感が強く、求人を出しても応募がなく、労働者派遣業に依頼している求人者も見られる。,,
,,○,民間職業紹介機関（職員）,雇用形態の様子,・特定の資格保有者を限定したものではあるが、当初設けていた年齢制限を撤廃している。また別の企業では30代半ばであっても未経験者を可とする案件も出てきており、相変わらずの人手不足感が否めない。,,
,,□,人材派遣会社（支社長）,求人数の動き,・高い有効求人倍率が続いているなかで、今までは苦労しながらでも何とか採用してきた介護施設からの引き合いが多くなっている。ただし求職者の中で介護福祉を希望する者は多くなく、マッチングは進んでいない。,,
,,□,人材派遣会社（支店長）,求人数の動き,・企業からの求人依頼が落ち着いてきている。人員増の傾向は様子見の状況であり、周囲で景気が良くなっている実感はない。,,
,,□,求人情報誌製作会社（広告担当）,求人数の動き,・2016年春入社予定の新卒採用について、解禁日が前年より変更になったため内定辞退が続出し、採用予定人数を確保できず現在も採用活動を継続中の企業がある。採用予定人数が未確定のため、現段階では2017年春の採用については、前年どおりとしている企業が多い。,,
,,□,職業安定所（所長）,求人数の動き,・新規求人は誘致企業の医療機器メーカーや菓子製造業から大量求人がある。製造業が前年同月比で９割増となったほか、医療福祉関係からも大幅な増員求人があったため、求人全体でも２割強の増加となっている。,,
,,□,職業安定所（産業雇用情報担当）,求人数の動き,・有効求人倍率は1.2～1.3倍で推移しており、大きな変化はない。,,
,,□,職業安定所（雇用開発担当）,求人数の動き,・新規求人は前年同月比で減少が目立ってきているが、高い水準を維持している。求職者数が減少していることから、求人倍率は引き続き高い水準にある。,,
,,□,学校［短期大学］（学生支援担当）,求人数の動き,・悪い状況から少しは回復してきた感がある。,,
,,▲,人材派遣会社（経営企画担当）,求職者数の動き,・求職者確保には依然として苦戦している。なかでも医療販売系は厳しく、相談会や各種ミニイベントなどで仕事の相談をしやすい関係づくりに注力している。年末年始からの受注も増えてきており、求職者との接点を一層増やし、登録者への迅速な求人紹介がポイントとなる。,,
,,×,－,－,－,,
,,,,,,,
　９．四国（地域別調査機関：四国経済連合会）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(四国)",,◎,－,－,－,,
,,○,商店街（事務局長）,来客数の動き,・８月から始まったプレミアム付商品券のうち商店街のみで使える商品券の効果が長く続いており、ブランドバッグ、貴金属、化粧品等の売上が好調である。８月末に起きた中国発の金融不安が長期化しなかったことで、消費マインドは安定している。,,
,,○,乗用車販売店（役員）,販売量の動き,・11月に入って、新車受注が伸び、登録も前年を上回っており、景気は良くなってきている｡四国の販売店の数字も伸びてきており、今後の展開に期待している。,,
,,○,ゴルフ場（従業員）,来客数の動き,・来場者数は、２～３か月前と比べると順調に伸びている。予約数は前年並みとなっている。,,
,,○,設計事務所（所長）,販売量の動き,・来年度の見通しがおおむね立ち、取り切れない仕事もあった。,,
,,□,商店街（代表者）,来客数の動き,・11月は龍馬の生誕祭と全国龍馬サミット等があって、かなり観光客が入ってきている。また、三連休には、中心部の公園で、大きな「食」のイベントがあって入場者数、売上ともに上々のようだった。その波及効果が商店街に来ている。,,
,,□,一般小売店［文具店］（経営者）,お客様の様子,・客の価格訴求が強いように思われる。,,
,,□,一般小売店［酒］（販売担当）,お客様の様子,・少しでも安い価格を消費者は求めるので、小売店は厳しい。,,
,,□,百貨店（販売促進担当）,販売量の動き,・10～11月前半までは、売上、動員数とも計画を上回り好調に推移した。８月から前年を上回るトレンドが継続しており消費回復かと思われたが、一転11月中盤からは暖冬の影響で売上低調となった。11月末は冷え込んで衣料品を中心に回復傾向となっている。,,
,,□,コンビニ（総務）,来客数の動き,・天候や気温に大きく左右されるが、来客数は前年と比べて変化はない。,,
,,□,衣料品専門店（経営者）,来客数の動き,・10月はおおむね良かったが、11月に入ると雨の日が多く気温が高めだったことから、前月より大分落ちた感じがする。,,
,,□,乗用車販売店（従業員）,販売量の動き,・新車販売台数は変わらない。秋の商戦も例年ほど伸びず、前年からの不振が続いている。,,
,,□,乗用車販売店（営業担当）,販売量の動き,・来店客数は激減し、営業活動でのお買い得提案にも反応無く、個人客の購買意欲は冷えきっている。一方、法人では11～12月の短期リース等で前年より大きく伸ばしている。,,
,,□,観光型旅館（経営者）,販売量の動き,・販売量があまり伸びない。それなりに客は入っているが、高いものは売れにくいのが現状だ。,,
,,□,都市型ホテル（経営者）,単価の動き,・来客数は若干増えてきているものの、客単価が依然低下傾向にあるため、全体では変わらない。,,
,,□,タクシー運転手,来客数の動き,・お遍路さんが中心の仕事で、売上に大きな変化はない。ただ街全体は活気がなく、これから忘年会が始まるが、今のところ夜の動きも悪い。,,
,,□,タクシー運転手,お客様の様子,・３か月前の８月と比べると売上高はあまり変わっていない。11月後半から忘年会等のシーズンになるが、今のところ動きはない。,,
,,□,通信会社（企画）,お客様の様子,・ほぼ現状維持の状態にあるが、客からの引き合いが前月より若干悪くなっている。,,
,,□,通信会社（支店長）,販売量の動き,・11月はボーナス商戦前で来客数、販売量とも低調な傾向にある。,,
,,□,競艇場（職員）,販売量の動き,・11月の売上は、前月比15％減、３か月前比５％増、前年比16％増となった。本場での一日平均売上では、前月比11％減、３か月前比９％減、前年比24％増で、いかに場外発売を含めた一日平均の売上を高めるかが問われている。,,
,,□,美容室（経営者）,お客様の様子,・特に変化を感じない。,,
,,▲,商店街（代表者）,それ以外,・経済の先行きが上向く材料が見当たらない。消費税率10％への引上げが想定外の悪材料となるのではないか。,,
,,▲,一般小売店［生花］（経営者）,それ以外,・繁華街の人出や来客数は少なかった。中心街に大型のコンビニが近距離で何店舗も出店して、同業他社の閉店が相次いだ。,,
,,▲,百貨店（営業担当）,お客様の様子,・天候の条件もあるが、紳士服・婦人服の冬物の状況が大変厳しくなっている。,,
,,▲,スーパー（店長）,販売量の動き,・気温が高く、冬物が低迷している。一方、ディスカウント店の出店が相次ぎ、客を取り合う形になっており、全体として景気は良くない。,,
,,▲,スーパー（企画担当）,来客数の動き,・競合店の出店に関係なく来店客数が伸びない。単価のより安い商品を求めて買い回っている様子が見られる。,,
,,▲,スーパー（財務担当）,来客数の動き,・今月は平年よりも暖かい日が続き、雨の日も多かったことから来客数、販売量共に不調である。,,
,,▲,コンビニ（店長）,来客数の動き,・客数の減少が始まっている。競合店の出店が主因と考えるが、客の節約志向を強く感じる。,,
,,▲,コンビニ（商品担当）,来客数の動き,・大型商品が次々に発売されたが、来客数が思ったほど伸びない。,,
,,▲,家電量販店（店員）,単価の動き,・商品の販売数量は増えているが、低価格帯商品ばかり選ばれ、高価格帯商品も大幅に値引かないと売れない。,,
,,▲,その他小売［ショッピングセンター］（副支配人）,来客数の動き,・気温の低下とともに重衣料がようやく動き出したが、11月を通してみれば、客数減少の影響が大きく出た。,,
,,▲,その他小売［ショッピングセンター］（支配人）,販売量の動き,・気温が高く、特に衣料品関係の動きが全く不振で、売上が非常に落ち込んでいる。,,
,,▲,旅行代理店（支店長）,お客様の様子,・パリでのテロ事件の影響でヨーロッパのみならずアメリカ方面への旅行のキャンセルや旅行を控えるお客様が増加している。,,
,,▲,通信会社（営業担当）,販売量の動き,・年末商戦前の季節変動と、他事業者の攻勢で販売量が低下している。,,
,,▲,住宅販売会社（従業員）,来客数の動き,・来客数も問い合わせ数も少なくなった。,,
,,×,一般小売店［書籍］（営業担当）,販売量の動き,・店頭売上の落ち込みを外商売上がカバーしているが、店頭の落ち込みが大きいため、カバーしきれていない。,,
,,×,コンビニ（店長）,販売量の動き,・イベントの少ない11月ではあるが、ここ何年間では最低である。回復どころか、消費税増税後は悪化の一途をたどっている。,,
,,×,衣料品専門店（総務担当）,販売量の動き,・第１週までは前年比プラスで推移していたが、２週目以降は気温の上昇により来客数・客単価ともに大幅に下落した。ジャケット・コートの動きが悪く、最終的には前年より10％以上のマイナスになっている。,,
"企業
動向
関連

(四国)",,◎,－,－,－,,
,,○,パルプ・紙・紙加工品製造業（経営者）,受注量や販売量の動き,・新商品のピロータイプのウエットティッシュは横ばいだが、化粧品のフェイスマスクは供給が追いつかない状況で、売上、景気とも良くなっている。,,
,,○,鉄鋼業（総務部長）,それ以外,・生産・販売量は良いが、受注量は減少傾向。,,
,,□,繊維工業（経営者）,受注量や販売量の動き,・小売店での売上が全国的に良くない。これまでと同じで、観光客の多い都市部、観光地では良好であるが、地方の経済状況が良くないため、全体的には前年並みの状況が続いている。,,
,,□,木材木製品製造業,受注量や販売量の動き,・これまで受注金額が停滞していたステークホルダーに動きが出てきており、12月から納材が増え始め２月ごろにピークを迎える見込み。これまで好調を維持してきた取引先からの受注量も来年２月ごろまでは横ばいの見込み。,,
,,□,一般機械器具製造業（経理担当）,受注量や販売量の動き,・国内は引き続き堅調。海外は依然として地域間のバラつきがある。,,
,,□,電気機械器具製造業（経営者）,受注量や販売量の動き,・再生エネルギーの立案・計画・施工をしているが、最近は受注が下降気味だ。,,
,,□,建設会社（経理担当）,受注量や販売量の動き,・受注量、販売量ともに横ばいで景気は変わらない。,,
,,□,建設業（経営者）,受注量や販売量の動き,・ようやく１件の公共工事を受注できたが、まだまだ前年と比べて少な過ぎる。,,
,,□,建設業（経営者）,受注量や販売量の動き,・公共事業量、民間事業ともに前年より少ないが、ここ数か月間で、大きな変化はない。会社によって受注量に差が生じているものの、年度末にかけて売上を上げていく時期でもあり、全体的な景況感は変わらない。,,
,,□,輸送業（経営者）,取引先の様子,・テロなどで雰囲気は悪く、最低賃金や労働人口の話などを聞くと長期的解決になっていないように思われる。,,
,,□,輸送業（支店長）,取引先の様子,・販売数量は例年どおりで、多くもなく少なくもない。年末から年始にかけても恐らくこの状況が続くだろう。,,
,,□,通信業（部長）,受注量や販売量の動き,・大きな変化はない。,,
,,□,金融業（副支店長）,取引先の様子,・取引先の財務資料から判断して業況にさほど変化が感じられない。,,
,,□,公認会計士,取引先の様子,・今月のクライアントの決算、試算表等を分析したところ、前年とほとんど変わらない。景気に変動はない。,,
,,▲,電気機械器具製造業（経理）,受注量や販売量の動き,・販売量は数パーセント程度の微減となっている。なお、要因となる特段のトピックは無く、商品構成等の通常の範囲内の変動と判断している。,,
,,▲,輸送業（営業）,取引先の様子,・既存の輸送委託先が運転手や車両の不足、運賃値上げ要請を断った事を理由に輸送契約を解除された荷主からの引き合いが一段と増えている。既存の保有車両に余裕は無く、また大型車両の新規調達には１年前後の期間を要する状況から受託は極めて難しい。燃料油価格の変動は前年同時期に比べ安値で推移しているものの、採算性を好転させる域には達しておらず、物量に目立った増加も見られない事から、依然として景気の低迷を強く感じる。,,
,,×,－,－,－,,
"雇用
関連

(四国)",,◎,－,－,－,,
,,○,職業安定所,それ以外,・10月の月間有効求人倍率は1.24倍で、３か月前より0.09ポイント改善している。,,
,,○,民間職業紹介機関（所長）,周辺企業の様子,・主に製造業において、今年度の採用予定数が充足出来ていない企業が多く見受けられる。その理由は、工業系の高校が減少してきたため、製造職の人員が確保出来ないことである。設備拡大も、人員が確保出来ないため予定通り進んでいない。,,
,,○,学校［大学］（就職担当）,求人数の動き,・求人数が堅調である。また、直接の問い合わせもみられる。,,
,,□,人材派遣会社（営業担当）,雇用形態の様子,・以前は、正社員の人でも転職を機に派遣社員として働くケースもあったが、そういう人が減っている。正社員に支給されるボーナス等に期待できるためかもしれない。,,
,,□,求人情報誌（営業）,求人数の動き,・周辺企業では、業績が横ばいもしくはやや上向きのところがほとんどだが、長期にわたり求人難が続いており、景気が良くなっているとは考えられない。,,
,,□,新聞社［求人広告］（担当者）,周辺企業の様子,・相変わらず求人広告は好調で人員募集の需要は多いのだが、それが販売に向けての販促費投下につながっていない。カーディーラーもメーカーからの販促費補助が減少したりで細って来ており、全体的に元気な業種がない。,,
,,□,職業安定所（職員）,雇用形態の様子,・有効求人倍率は過去にない高ポイントが続いているが、募集条件での好転がみられない。,,
,,□,職業安定所（職員）,周辺企業の様子,・前月に引き続いて、中国経済の景気後退に伴って、管内事業所から雇用調整助成金の計画届の提出があった。,,
,,▲,人材派遣会社（営業担当）,求職者数の動き,・労働者派遣法施行などで採用担当者が雇用を控えている感がある。求職者数が減っており、派遣会社の登録が減少している。,,
,,×,－,－,－,,
,,,,,,,
10．九州（地域別調査機関：公益財団法人九州経済調査協会）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(九州)",,◎,都市型ホテル（副支配人）,単価の動き,・相変わらず毎月、コンサートや学会、MICE関係、インバウンドなどで、地域全体に客が多く、宿泊単価が非常に上がっている。,,
,,○,商店街（代表者）,単価の動き,・企業のキャンペーン関係の販促物や、喪中年賀状の印刷などの需要で売上はあがっている。しかし来客数は減少している。,,
,,○,商店街（代表者）,お客様の様子,・来店数も確かに増えている。来店して見るだけでなく、実際に購買まで至る客が増えてきている。,,
,,○,一般小売店［鮮魚］（店員）,お客様の様子,・そろそろ忘年会の時期に入ってきたので、フグが少し動き出した。まだ本格的に回復したとは言えないが、やや良くなっている感触がある。,,
,,○,一般小売店［生花］（経営者）,販売量の動き,・開店祝いや催し物での花の需要があった。気候も良くなったので花も売れるようになった。その一方で、長く続いている店が閉店するなど、全体的にはそこまで景気は良くなっていない。,,
,,○,百貨店（営業担当）,お客様の様子,・自社クレジットカードの新規会員が増加している。毎年恒例の北海道物産と観光展は連日盛況で、物産展の過去の売上を更新した。また、県産品の購入が対象のプレミアム付商品券を使って、普段手の届かない美術工芸の薩摩切子、薩摩ボタンを自分用に買う客が目立った。,,
,,○,百貨店（店舗事業計画部）,お客様の様子,・寒暖がはっきりしてから売上が動き出す傾向が顕著なため、また歳時期にからめて買物に出る傾向が強いため、11月は給料日以降になってようやく冷え込んできたこともあり買物目的の来店が増えている。,,
,,○,その他専門店［コーヒー豆］（経営者）,来客数の動き,・前年と比べて来店客数の増加がみられる。年末にかけての需要と気候的にも寒くなってきたので、今後、コーヒーの消費が増えると見込んでいる。,,
,,○,ドラッグストア（部長）,販売量の動き,・大規模なセールの売上が好調に推移した。インバウンド客の買上も順調に伸びている。月間トータルでも計画値を上回るペースで進捗しており、引き続き堅調な状況にある。,,
,,○,その他専門店［ガソリンスタンド］（統括）,お客様の様子,・燃料油の小売価格は11月に入って下がり、近年では最低価格のレベルまで下がっている。単価が下がっているので、満タン給油の顧客が増加している。顧客に、12月のボーナス支給について聞くと、「例年並み」という答えが多かった。,,
,,○,観光型ホテル（スタッフ）,販売量の動き,・宿泊・レストラン・一般宴会等は順調に推移しているが、披露宴の予約・問い合わせが前年に比べ減少しており、また披露宴自体の人数も小規模化している。披露宴の売上構成が大きいため、披露宴減少を他部門でカバーする構成になっており、全体売上計画は前年比・予算とも厳しい状態である。,,
,,○,タクシー運転手,来客数の動き,・月の前半はかなり悪かったが、後半に雨が降って気温が急に下がったので客が一気に増えた。全体的にはプラスマイナスゼロの状態である。,,
,,○,タクシー運転手,来客数の動き,・11月にしては暖かくて雨が多く、各種イベントや規模の大きな学会、コンサートも多くタクシー利用が増えた。,,
,,□,商店街（代表者）,お客様の様子,・11月前半は暖かい日が続いたが、後半は気温が急に下がったので、主婦たちはその日のおかずを何にするのか、なかなか大変だったようだ。我々も品ぞろえに大変苦労した。,,
,,□,商店街（代表者）,お客様の様子,・暖冬による冬物商材の不振が大きく影響している。原因は天候ばかりではなく、社会的な先行き不安が消費行動に大きく影を落としている。,,
,,□,商店街（代表者）,来客数の動き,・商店街の中で、10月いっぱいで閉店や退店する店が３～４軒あり、厳しい状況である。,,
,,□,商店街（代表者）,来客数の動き,・中心市街地への来街者数はそう変わっていないが、若干買物する状況が少なくなっている。しばらくこの状況が続く。,,
,,□,商店街（代表者）,来客数の動き,・悪くなってはいないが、来客数が伸び悩んでいる。,,
,,□,一般小売店［青果］（店長）,単価の動き,・夏の猛暑のため青果物の相場が高騰して、ただでさえ売れない時期に販売量が落ち、売上額が上がらなかった。最近、涼しくなって、消費量も増えた。しかし、全国的に野菜の生産量が多いために全体的に単価が下がり、トータルの売上額が伸びていない。,,
,,□,一般小売店［精肉］（店員）,販売量の動き,・暖冬の影響か、鍋物需要がそれほど伸びていない。,,
,,□,一般小売店［茶］（販売・事務）,販売量の動き,・前月までと変わらない販売方法だが、今月に入り来店する客は増えている。急な気温の低下が原因だ。土産用は少し高めを購入するが、自宅用は相変わらず低価格である。,,
,,□,百貨店（企画）,販売量の動き,・ポイントアップキャンペーンなど、顧客メリットが大きいイベントのときに来店や購買が集中するが、普段の消費は抑制気味だ。,,
,,□,スーパー（経営者）,単価の動き,・ボーナスの時期になってきたが、全体的に単価が上がらない。,,
,,□,スーパー（店長）,来客数の動き,・客の動向は微増で、野菜相場などの落ち着きもあり、天候も例年通りに戻ってきた。,,
,,□,スーパー（店長）,販売量の動き,・食料品の売上は前年比の103％で推移しているが、一番悪い衣料品は暖冬のせいか、前年比70％で推移している。寒波がくれば衣料品の場合は売れてくる。,,
,,□,スーパー（店長）,販売量の動き,・食品は客数、売上点数とも好調に推移しているが、暖冬の影響もあり、衣料品が軒並み厳しい状況である。,,
,,□,スーパー（統括者）,販売量の動き,・販売量が引き続き良好に推移している。,,
,,□,コンビニ（経営者）,販売量の動き,・前年より上回っている店舗と下回っている店舗の両方がある。ただ合計すると前年を下回っているので、そういう意味では状況は悪い。,,
,,□,コンビニ（エリア担当）,単価の動き,・客数、客単価共に下回っている。客の財布のひもは固く必要なもの以外の商品は購入しない。,,
,,□,コンビニ（エリア担当・店長）,単価の動き,・前年と同時期に麺類、フライヤー、おにぎり等のセールを行っているが、商品自体の動きは前年と変わらず、客も「プラス１品」を買おうという購買意欲があまりみられない。季節商材を値下げ処分して販売しているが、それに注目する客も少なく、客単価の向上にはつながっていない。,,
,,□,衣料品専門店（店員）,販売量の動き,・気温が高すぎてコートやニットなどの冬物が動かなかった。前年割れの売上だった。,,
,,□,衣料品専門店（総務担当）,お客様の様子,・今月は暖冬の影響もあり、客の購買態度が非常に慎重で、なかなか購買にまで至らない状況である。,,
,,□,乗用車販売店（総務担当）,販売量の動き,・新車販売が低調である。中古車とサービスの売上はほぼ計画通りに推移しているが、肝心の新車に勢いがない。新型車投入が待ち遠しい。,,
,,□,住関連専門店（経営者）,来客数の動き,・今月は大きなイベント等もなく、売上、来客数とも低調である。また当地域の海苔の生産が良くなく、先の見通しも厳しい。,,
,,□,その他小売の動向を把握できる者［土産卸売］（従業員）,来客数の動き,・当地では、第30回国民文化祭が10月31日～11月15日まで開催されていた。各会場は参加者観覧車でにぎわっていたが、県下全域で開催されたため人が分散されたので、売上は増えなかった。,,
,,□,その他小売の動向を把握できる者［ショッピングセンター］（統括者）,販売量の動き,・インバウンドに支えられ売上確保している状況に大きな変化はない。,,
,,□,その他小売［ショッピングセンター］（広報担当）,販売量の動き,・暖冬で冬物衣料が不振である。また暖房器具についても同様である。気温低下を期待する。,,
,,□,高級レストラン（支配人）,来客数の動き,・ディナータイムの来客数が減っている。予約数も減っている。,,
,,□,一般レストラン（経営者）,来客数の動き,・前年比でみても来客数が変わっておらず、若干ではあるが客単価が下がっている。,,
,,□,居酒屋（経営者）,来客数の動き,・飲食店に限るのかもしれないが、飲みに出るという習慣がなくなってきているようだ。,,
,,□,都市型ホテル（スタッフ）,販売量の動き,・外国人観光客に支えられて、福岡市内の宿泊施設の稼働率は相変わらず好調であり、ここ２～３年はホテルの新規開業が相次ぐ予定である。ただし、外国人観光客頼みだということから考えると、国内の消費需要が物足りない。,,
,,□,旅行代理店（従業員）,販売量の動き,・法人需要は堅調であるが、パリ同時多発テロ以降、直近での海外予約が少なくなっている。,,
,,□,タクシー運転手,お客様の様子,・今月はゴルフの客が良く、ホテルも団体、個人と少しずつ増えており、タクシー利用もまあまあだった。,,
,,□,通信会社（営業担当）,お客様の様子,・中国との貿易がメインの企業は、中国の景気が良くないのでそのあおりで厳しい状況が続いている。飲食チェーンを展開している企業は、仕入れ値が上がっているが売値は変えられず厳しい状況である。,,
,,□,ゴルフ場（従業員）,単価の動き,・入場者数は前年並みでここ２～３か月は少しずつ上向いていたが、地元のプレーヤーは料金の安いところへ流れている。そのなかでも地域で潤っているような病院関係、団体職員等はそのままプレーに来ている。賃金格差が少しずつ響いているようだ。,,
,,□,美容室（経営者）,来客数の動き,・世の中全体が購買力より、不安のほうが先立っている。,,
,,□,設計事務所（所長）,販売量の動き,・仕事の物件数が少ない。そういうことで、良くもなく悪くもない。,,
,,□,住宅販売会社（従業員）,お客様の様子,・不動産売買については順調に対応できているが、宅地分譲、マンション分譲のほうは客の様子見が多くてなかなか成約に至らない状況が続いている。消費税増税が引き金になっていない状況である。,,
,,▲,商店街（代表者）,販売量の動き,・小売業は、販売価格の低下と客の購買力の低さから、全体をみても厳しい状況である。,,
,,▲,百貨店（総務担当）,販売量の動き,・入店客数は前年を超過しているものの、10月後半から11月にかけて気温が高い状況が続き、アパレルの冬物重衣料の動きが全くない。スノーボードや冬山用品等季節商材の動きもなく、全体的に売上が伸長していない。,,
,,▲,百貨店（営業担当）,お客様の様子,・暖冬の影響で衣料品を中心に全く売れていない状況である。,,
,,▲,百貨店（営業担当）,それ以外,・少し風向きが変わってきた。株価は何とか維持しているが、今まで好調であったインバウンド等も少し陰りが見え始めてきた。また、今月は気候の関係もあって重衣料が悪く、それに加えてお歳暮が非常に苦戦している。件数は減っていないが、単価ダウンが大きく響いている。,,
,,▲,百貨店（営業統括）,お客様の様子,・11月の前半は暖冬で、防寒商品の動きが非常に厳しい。それに伴い客の来店も鈍く、お歳暮ギフト早期承りも連動して低迷している。,,
,,▲,百貨店（業務担当）,お客様の様子,・今の時期は、防寒商品が売上の中心になるが、気温のせいもあり今年は全く反応がない。,,
,,▲,百貨店（売場担当）,競争相手の様子,・当店は今月の見通しが、前年比95.1％、３か月前と比べると100.2％である。衣料品は紳士服が82％、婦人が86％。身の回り品が89％、食品は103.5％である。競合店は３店共に悪くなっている。今月は気温が例年より高かったことが原因の一つだ。,,
,,▲,スーパー（店長）,来客数の動き,・11月は気温の高い日が続き、衣料、日常品の売上が大きく後退している。また食品も鍋物等の単価アップができなかったことで、停滞している。,,
,,▲,スーパー（経理担当）,販売量の動き,・販売額が久しぶりに前年を下回っている。前年の景気の反動以外に暖冬の影響が大きく、鍋商材や冬物衣料などの動きが悪い。,,
,,▲,コンビニ（店長）,お客様の様子,・客単価、客数ともに減少傾向である。,,
,,▲,衣料品専門店（店長）,来客数の動き,・気候のせいもあるが、衣料品、特に婦人服の動きが鈍い。天候に売上の良し悪しが左右されるので、冬らしい天候が早く来てほしい。そうでないと、厚手の服は一気にバーゲン用の商品になってしまうだろう。,,
,,▲,家電量販店（店員）,販売量の動き,・今月は天候要因が非常に大きい。気温が下がらないために季節商材が動かず、例年に比べてかなり数字が悪くなっている。,,
,,▲,家電量販店（総務担当）,販売量の動き,・暖冬により冬物がさっぱり動かず、他の商品にも悪影響が出ている。,,
,,▲,家電量販店（広報・IR担当）,販売量の動き,・現時点で暖冬ということで、エアコンを含む暖房器具の動きが良くない。,,
,,▲,高級レストラン（専務）,来客数の動き,・市内の人の利用は少なくなったが、火山噴火が沈静化したことと、アジアからの旅行客がかなりあったおかげで良くはないが何とかやっていける状態である。,,
,,▲,スナック（経営者）,来客数の動き,・毎年11月は夏場の120％前後の伸びがあるが、今年の11月は夏場とほぼ同じ売上しか見込めそうにない。,,
,,▲,都市型ホテル（販売担当）,単価の動き,・11月は宴会売上がマイナスになりそうだ。婚礼もマイナスになりそうだ。宿泊は相変わらず好調を維持しており、東京、大阪方面からの客が多い。,,
