,,□,広告代理店（営業担当）,受注量や販売量の動き,・関西での広告出稿は大きな変化がないように感じる。,,
,,□,コピーサービス業（店長）,受注量や販売量の動き,・良くも悪くも受注量に変化がない。,,
,,□,その他非製造業［機械器具卸］（経営者）,取引先の様子,・景気の動向に変化はみられない。,,
,,▲,繊維工業（総務担当）,取引先の様子,・消費者向けの催事にマンネリ感があるのか、新規での集客が思わしくないため、販売額が前年を下回っている。これまでは問屋への販売で済んでいたものが、各地での催事に出向いていくことが増え、経費が増えている。,,
,,▲,化学工業（経営者）,受注量や販売量の動き,・水害などの影響から、各自治体が予算の執行を遅らせており、受注額が落ち込んでいる。,,
,,▲,電気機械器具製造業（営業担当）,受注量や販売量の動き,・受注が伸びない。,,
,,▲,新聞販売店［広告］（店主）,受注量や販売量の動き,・購読数が伸び悩んでおり、折込件数も減少している。,,
,,▲,経営コンサルタント,それ以外,・身の回りの中小零細メーカーや小売店の様子をみると、シャッターが下りている店が増え、来客数や客単価が悪化している。,,
,,▲,その他サービス［自動車修理］（経営者）,受注量や販売量の動き,・10月に入って仕事が暇になっている。,,
,,▲,その他非製造業［商社］（営業担当）,取引先の様子,・案件数が激減しているほか、単価も下がり、利益が出ていない。,,
,,×,金属製品製造業（営業担当）,受注価格や販売価格の動き,・大手企業向けの鋼材価格の値下げが決まったため、販売価格が見直されている。一方で我々のような中小企業に対しては、鋼材価格を据え置いたままの状態が続いており、かなり採算が悪化している。,,
"雇用
関連

(近畿)",,◎,－,－,－,,
,,○,人材派遣会社（支店長）,求人数の動き,・長期的な求人が新たに増えてきている。直近の有効求人倍率も1.26倍に上昇しており、人材の確保が難しくなってきている。,,
,,○,新聞社［求人広告］（管理担当）,求人数の動き,・新聞求人は今月も安定しており、求人数をみる限り、景気は上向いている。,,
,,□,人材派遣会社（経営者）,求人数の動き,・大きなトレンドでは、右肩上がりの傾向に変化はない。雇用面では神経質な動きが出始めており、ＩＴ関連企業以外は派遣社員を直接雇用にする動きがみられる。今後は、ＩＴ関連企業の動きがどうなるかがポイントである。,,
,,□,人材派遣会社（営業担当）,求職者数の動き,・労働者派遣法の改正により、求職者の間で不安感が増している。,,
,,□,人材派遣会社（支店長）,求職者数の動き,・労働者派遣法の改正が影響してか、高スキルの高齢者による登録が増えている。,,
,,□,人材派遣会社（役員）,採用者数の動き,・労働者派遣法の改正により、企業が派遣社員を使いやすくなったため、まだ１か月では断定できないが、求人者数は増加している。働き方の多様化や、政府が掲げている１億総活躍社会に貢献すればよいが、今回の改定は派遣会社の負担が大きく、どのような影響が出るのかは未知数である。,,
,,□,アウトソーシング企業（管理担当）,それ以外,・今月は、雑貨の加工依頼が一度あっただけで暇である。,,
,,□,新聞社［求人広告］（担当者）,それ以外,・広告出稿の推移をみると、３か月前とほぼ変わらず、関西は悪いままである。ただし、下げ止まりの動きは感じる。,,
,,□,職業安定所（職員）,求人数の動き,・チェーン展開している飲食店から、各店舗の求人が大量にあったが、それを除けば前年比で4.8％の増加となっている。社会福祉や医療関連で増えているほか、運輸業では観光需要もあり、旅客運送の求人が大幅に増加した。その反面、不動産・物品賃貸業や専門技術サービス業などでは減少がみられる。,,
,,□,職業安定所（職員）,求人数の動き,・新規求人数は前年比で増加傾向が続き、新規求職者数は減少傾向が続いているため、有効求人倍率は改善が続いている。一方、新規求人に占める正社員求人の割合は、依然として50％を下回っており、景気が回復しているとは言い難い。,,
,,□,職業安定所（職員）,求人数の動き,・製造業の新規求人数は増加が続いていたが、ここへきて一服感がみられる。,,
,,□,民間職業紹介機関（営業担当）,求人数の動き,・新卒採用では、採用枠を充足できていない企業が多くみられる。,,
,,□,学校［大学］（就職担当）,周辺企業の様子,・中小企業の採用担当者からは、来年度入社の採用予定人数が確保できていないが、単に景気が良くなり、採用数が増えたからではないという話をよく聞く。,,
,,□,学校［大学］（就職担当）,それ以外,・毎日、繁華街を通り抜けて通勤しているが、人出が少し多くなった印象があり、インバウンドも確かに増えている。ただし、インバウンドからは元気の良さが感じられる一方、日本人には今一つ元気がない。,,
,,▲,民間職業紹介機関（職員）,求人数の動き,・建設の日雇い求人数がますます減少している。当地域の日雇い市場自体が縮小傾向にあるほか、工事案件や作業員の関東へのシフトも進んでいる。,,
,,×,－,－,－,,
,,,,,,,
　８．中国（地域別調査機関：公益社団法人中国地方総合研究センター）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(中国)",,◎,ゴルフ場（営業担当）,来客数の動き,・気候もよく例年に比べ雨が少なかったため、入場者数が増加している。,,
,,○,一般小売店［紙類］（経営者）,お客様の様子,・中国横断自動車道「尾道松江線」全通の影響で、山陰からの客が増え売上が伸びている。,,
,,○,百貨店（売場担当）,販売量の動き,・美術品や宝飾品の売上が良くなっている。,,
,,○,スーパー（店長）,単価の動き,・野菜価格が高騰しており、客単価が上昇している。,,
,,○,コンビニ（エリア担当）,販売量の動き,・来客数、売上ともに好調である。チケット販売やスマートフォン用ゲームの売上が伸び、全体を押し上げている。弁当やパンといった食品の動きも良い。,,
,,○,コンビニ（エリア担当）,販売量の動き,・中食商品を中心に販売量はやや上向きである。,,
,,○,コンビニ（副地域ブロック長）,販売量の動き,・コンビニに関しては、前年比での売上高が改善している。,,
,,○,コンビニ（支店長）,来客数の動き,・来客数が増加している。,,
,,○,乗用車販売店（営業担当）,それ以外,・９月決算時に臨時ボーナスが出たため、会社全体で利益も改善している模様である。,,
,,○,その他専門店［和菓子］（経営者）,販売量の動き,・客単価が増加傾向にある。,,
,,○,その他専門店［ファッション雑貨］（従業員）,お客様の様子,・例年に比べてハロウィーン関係の動きが活発で、客の反応が非常に良い。結婚式も多く、装飾品の動きが良く、今月は売上目標をクリアしている。,,
,,○,一般レストラン（経営者）,来客数の動き,・プレミアム付商品券の普及が進み、景気が少し上向いている。,,
,,○,一般レストラン（店長）,来客数の動き,・９月の大型連休の後も来客数が増加しているが、それが一時的なものではなく、10月に入ってからも同様の状態を維持している。,,
,,○,その他飲食［サービスエリア内レストラン］（店長）,来客数の動き,・観光シーズンで修学旅行生の利用が増えている。,,
,,○,タクシー運転手,単価の動き,・単価は低いが乗客数は増えており、売上は前年の102％である。,,
,,○,通信会社（総務担当）,販売量の動き,・加入申込件数が引き続き好調である。,,
,,○,テーマパーク（営業担当）,来客数の動き,・好天にも恵まれ、個人客を中心に来園者数が増えている。団体は相変わらず低調だが個人客でカバーできている。,,
,,○,競艇場（職員）,販売量の動き,・９月末から10月初旬にかけてＧ１競争で売上が確保できている。,,
,,○,住宅販売会社（従業員）,お客様の様子,・気候が良くなり、イベントへの参加や展示場への来場など客の動きが活発化してきている。,,
,,○,住宅販売会社（営業担当）,来客数の動き,・問い合わせが急激に増えるとともに、来場者の動向から住宅購入の意欲が感じられる。消費税率引上げも視野に入っている様子で、今後も来場者数が増えることが想定される。,,
,,□,商店街（理事）,来客数の動き,・消費動向が変わったのか、客の購買意欲がないのか、根本的な原因は不明であるが、商店街に来る客が減少しており、売上も良くない。,,
,,□,商店街（代表者）,来客数の動き,・以前と同じように来客数は推移している。あまり変わりがない。,,
,,□,商店街（代表者）,お客様の様子,・相対的に景気はやや悪いが、店舗によっては高額品等の販売で前年度の売上を確保している店舗もある。,,
,,□,一般小売店［靴］（経営者）,単価の動き,・最初はプレミアム付商品券の利用が目立っていたが、今月は止まっている。,,
,,□,一般小売店［食品］（経営者）,販売量の動き,・９月上旬から夏物商材の売上が減少し、秋物商材の販売も不調である。,,
,,□,百貨店（経理担当）,販売量の動き,・10月の売上はほぼ前年並みの見込みである。物産展、婦人服の売上がやや期待はずれであった。,,
,,□,百貨店（営業担当）,単価の動き,・今月は前年より土曜日が１日増えて好条件となったため、前年実績をクリアできそうであるが、予算には若干届かない見込みである。来客数は前年比99％であるのに対し客単価は101％である。美術、時計、宝飾といった高額商品が好調なため、ファッションカテゴリーの不振をカバーしている状況である。広範な景気回復につながっている様子は全く感じられない。,,
,,□,百貨店（販売促進担当）,お客様の様子,・紳士婦人物を中心に秋物の動きは上向いてきており、前年苦戦したコートの動きも復活してきている。しかしヤング中心の動きであり、ミセスゾーンは厳しい状況で推移している。また宝飾についても、特選系は好調だが、一般ジュエリーは低迷するなど、明暗が顕著であり、以前よりも付加価値が求められている。,,
,,□,百貨店（売場担当）,お客様の様子,・衣料品は前半動きがよかったものの、中旬以降気温が上昇したため動きが鈍っている。月間トータルでは前年並みとなっている一方で、食料品は安定している。,,
,,□,百貨店（購買担当）,お客様の様子,・インポートブランドや高額な宝飾品、美術品は順調に推移している。高額品は購入するが、生活必需品を最小限に抑える客の傾向に変化はない。衣料品関係は厳しい状況が続いているなかで、ヒットアイテムの売上が順調で、今後も期待できる。,,
,,□,百貨店（売場担当）,お客様の様子,・今月は「ねんりんピック」という特別なイベントがあり、その期間を中心に大きく売上が低下している。客の目線が物より事に向いている。,,
,,□,スーパー（店長）,単価の動き,・来客数に変化がない。,,
,,□,スーパー（店長）,販売量の動き,・客の買上点数が伸びておらず、安くても必要ない物は購入しない。,,
,,□,スーパー（総務担当）,単価の動き,・売上、客単価とも横ばい状態である。,,
,,□,スーパー（業務開発担当）,販売量の動き,・商品の単価上昇に反比例するかのように販売点数が落ちている。来客数が前年と変わらないため、売上高は維持しているものの販売点数が伸びないのは厳しい。,,
,,□,スーパー（管理担当）,来客数の動き,・客数・客単価・販売量ともにここ数か月あまり大きな変化が見られず、景気向上感はない。,,
,,□,衣料品専門店（経営者）,販売量の動き,・客から景気が良くなっているという話は聞くものの、売上には反映されていない。,,
,,□,家電量販店（店長）,販売量の動き,・前年までは太陽光発電関係の売上のウエイトが高かったが、今年はそれをカバーするだけのアイテムがなく、苦労している。,,
,,□,家電量販店（販売担当）,販売量の動き,・イベントがあっても盛り上がらない。,,
,,□,乗用車販売店（店長）,来客数の動き,・来客数は前年並みの水準まで盛り返している。特に平日は前年の110％で推移しているが、安定した収益を期待できるサービス利用客が前年の75％である。,,
,,□,乗用車販売店（総務担当）,販売量の動き,・販売量は一定レベルで推移しているが、営業費は増加傾向にあることが懸念材料である。,,
,,□,乗用車販売店（営業担当）,お客様の様子,・景気動向が不安定な今、客は車の買換えを必要最小限に留めている。,,
,,□,その他専門店［時計］（経営者）,来客数の動き,・高額品消費は限られた客層のみであり、一般的には必要な物以外は購買につながらない。,,
,,□,その他専門店［海産物］（経営者）,お客様の様子,・10月後半になって多少来客数は増えてきているが、土産物の購買意欲につながっていない。,,
,,□,その他小売［ショッピングセンター］（所長）,来客数の動き,・３か前と比べると変わらない状況であるが、前年同期と比べると来客数が減少しており、特に飲食が５％前後減少傾向にある。,,
,,□,その他小売［ショッピングセンター］（運営担当）,お客様の様子,・来客数はイベント等があればある程度伸びるが、平日が不振なため、前年と比べて伸びがない。飲食等日常の外出の際に利用するテナントではある程度の売上を確保できているが、高額品や子供用品関係は伸び悩んでいる。子供に金のかかる30歳代から40歳代に収入の改善がみられないのもその要因となっている。,,
,,□,高級レストラン（スタッフ）,来客数の動き,・平日は女性の来客数が増えている。法人関係の利用は動きがないが、土日には個人の来客数がまずまずである。,,
,,□,一般レストラン（外食事業担当）,来客数の動き,・８～10月の売上は前年の103～105％で推移しているが、来客数は95～97％が続いている。特にランチタイムの来客数が85～89％であまり良くない。宴会予約の減少も目立っており、予算が決まっている食べ放題に移行する傾向にある。食べ放題の構成比が５％上昇しており、客は金の使い方をよく考えている。,,
,,□,スナック（経営者）,来客数の動き,・最近は景気が良くなっている気配が全くなく、来客数にも変化が見られない。,,
,,□,観光型ホテル（宿泊担当）,単価の動き,・相変わらず安い商品から売れていく傾向にある。,,
,,□,都市型ホテル（スタッフ）,単価の動き,・客室単価が前年比同水準で推移している。,,
,,□,都市型ホテル（企画担当）,来客数の動き,・宿泊は秋の観光シーズンに伴う多客時期でもあり、個人客の需要は好調である。平日にはインバウンド団体客に加え、ビジネス需要も活発で、夏の旅行シーズンと変わらない好調良好な状況にある。その一方でレストランの集客は苦戦しており、単価とともに一般消費の伸び悩みもマイナス要因としてある。,,
,,□,都市型ホテル（企画担当）,来客数の動き,・宿泊の稼働率は若干低下しているものの平均客室単価が高くなっている。レストランは１人当たりの単価が若干高くなっている。,,
,,□,都市型ホテル（総支配人）,販売量の動き,・宿泊販売室数は３か月前と比較して変わりないが、ビジネス客層に加えて、秋の観光シーズンに入った影響で宿泊人数が増加したことから、客室単価が微増で推移している。ただし前年は出雲大社遷宮の影響も継続していたこともあり、前年比はマイナスとなっている。,,
,,□,旅行代理店（経営者）,お客様の様子,・景気が良いと言われているが、実際には変化が表れていない。,,
,,□,通信会社（企画担当）,お客様の様子,・営業対応の感触として、悪くなく、落ち着いている。,,
,,□,通信会社（広報担当）,販売量の動き,・新商品等の販売が始まっているが、その影響はほとんどなく販売数は伸び悩んでいる。,,
,,□,通信会社（工事担当）,お客様の様子,・客の様子に変化が見られない。,,
,,□,テーマパーク（管理担当）,来客数の動き,・前年同月比で来客数や商品販売高に変動がない。,,
,,□,テーマパーク（業務担当）,来客数の動き,・秋のイベントも終わり、来客数の減少が懸念されたが、天候の良い日が続いたため、週末を中心に来客数が多くなっている。,,
,,□,美容室（経営者）,それ以外,・商店街の来客数が減少し、売上も良くない。,,
,,□,美容室（経営者）,お客様の様子,・客は給料に伸びがなく連休で出費がかさみ美容関係に金を使わない。,,
,,□,設計事務所（経営者）,競争相手の様子,・業者間の受注格差が大きい模様であり、大工の施工予定を確認したところ、月後半に繁忙になる者も手待ちの者もともに多く、現時点では状況が上向いているとは言えない。,,
,,□,設計事務所（経営者）,お客様の様子,・低価格帯への要望ばかり聞こえる。,,
,,□,設計事務所（経営者）,お客様の様子,・民間工事の動きが悪く、最近客から新築工事、リフォーム工事共に相談がない。,,
,,□,設計事務所（経営者）,来客数の動き,・前回の消費税率引上げから、戸建て住宅の引き合いが減った状態が続いている。次の消費税率引上げを様子見している状況がうかがえる。,,
,,□,住宅販売会社（営業担当）,お客様の様子,・客からの問い合わせ件数や契約実績から、例年とさほど変わらない状況である。,,
,,▲,商店街（代表者）,来客数の動き,・相変わらず客の財布のひもが固く、必要以上に買物をしない。今必要な物だけを購入するようになっている。,,
,,▲,商店街（代表者）,単価の動き,・気温が下がらず、秋冬物の出足が鈍い。,,
,,▲,商店街（代表者）,来客数の動き,・10～11月は観光シーズンであるが、今年は平日の来客数が極端に少ない。,,
,,▲,一般小売店［印章］（経営者）,来客数の動き,・例年であれば年度後半の10月は企業の動きが出るが、今年はゴム印や印鑑の注文が少ない。,,
,,▲,百貨店（営業担当）,販売量の動き,・前年同月比で売上は71％、来客数は73％と前月を下回っている。これは８月末で２店舗退店した影響も大きいが、既存店も依然として低迷している。前年同月を上回っている店舗は15％しかなく、大きく割り込んでいる。ヘアサロン、エステ等のサービス系は変わらず順調であるが、飲食系は陰りを見せはじめている。,,
,,▲,スーパー（店長）,販売量の動き,・来客数は回復傾向にあるが、１人当たりの買上点数が低下している。特に生鮮、食肉、水産、惣菜の落ち込みが激しく、日持ちしない商品の買い控えや買い回りがあるようである。,,
,,▲,スーパー（販売担当）,お客様の様子,・客は求めていた商品がなかった場合、以前であればせっかく足を運んだのだからと、何かを購入することが多かったが、最近ではそのまま帰ることが多くなっている。,,
,,▲,スーパー（財務担当）,販売量の動き,・メーカーの値上げによる価格上昇により、既存店売上は前年を上回っているが、節約により買上点数が前年を下回っている。,,
,,▲,衣料品専門店（経営者）,来客数の動き,・雨不足のため野菜の価格が高騰するとともに、乳製品が値上がりし、バターは品切れが続くなど、主婦にとって不安要素が一杯である。大都市圏では給料やボーナスが上昇しているとのニュースが流れるが、地方との格差が広がるばかりである。,,
,,▲,家電量販店（店長）,来客数の動き,・稲刈り作業の時期なので、来客数は減少している。,,
,,▲,家電量販店（企画担当）,お客様の様子,・来客数にあまり変化がないが、商品を購入する客の割合が低下している。,,
,,▲,乗用車販売店（統括）,販売量の動き,・10月の販売量は前年比85％と大変厳しい状況となっており、この状況は今期変わっていない。,,
,,▲,住関連専門店（営業担当）,来客数の動き,・土日祝日の来客数が減少している。,,
,,▲,その他専門店［布地］（経営者）,お客様の様子,・客の様子に活気はなく、商品を購入する意欲がない。,,
,,▲,一般レストラン（経営者）,来客数の動き,・最近の食品価格の上昇もあり、外食単価の上昇にも一定の理解が得られたため、１人当たりの客単価が上昇している。ただし来客数は依然として減少傾向にあるため、今後も売上の減少が予測される。,,
,,▲,旅行代理店（営業担当）,販売量の動き,・売上は前月より鈍化している。,,
,,▲,タクシー運転手,来客数の動き,・観光客数が増えているが、朝夕の売上は良くない。,,
,,×,一般小売店［眼鏡］（経営者）,来客数の動き,・消費税率引上げの影響で物価が上がっているのに客の収入が上がっていないことが影響している。,,
,,×,家電量販店（店長）,来客数の動き,・来客数の減少に加え成約率や購入単価が低下している。客はなかなか購入を決断せず、決めたとしても高付加価値商品ではなく必要最低限の機能の商品になってしまう。,,
,,×,乗用車販売店（営業担当）,販売量の動き,・行楽シーズンや運動会シーズンに入り、来客数や販売件数が減少している。ボーナスまでは出費を控えるとの声も多く聞かれるようになっている。,,
,,×,自動車備品販売店（経営者）,来客数の動き,・最近は当社に限らず周辺の同業他社も来客数が減少している。,,
,,×,自動車備品販売店（経営者）,販売量の動き,・売上が前年比50％で最悪である。少子高齢化の歯止めとともに人口増加対策をしなければ、地方は衰退する一方である。,,
"企業
動向
関連

(中国)",,◎,輸送用機械器具製造業（経営者）,受注量や販売量の動き,・忙しい状況が続いている。,,
,,○,農林水産業（従業者）,それ以外,"・９月と６月を比較すると、水揚げ数量は115tの減少、水揚げ金額は２億8,900万円の増加である。減少理由は大中型巻き網漁の減少で、増加理由は沖合底引き網漁とイカ釣り漁、定置網漁の増加である。９月単月の前年比は、水揚げ数量は260tの減少で前年の79.1％、水揚げ金額は470万円の減少で前年の99％である。減少理由は沖合底引き網漁、大中型巻き網漁、イカ釣り漁が減少したためである。",,
,,○,窯業・土石製品製造業（総務経理担当）,受注量や販売量の動き,・鉄鋼業向けの受注が回復し生産量も回復しつつあるため、残業体制で対応している。鉄鋼向けの大口案件作業への着手も重なり多忙となっている。,,
,,○,輸送業（支店長）,受注量や販売量の動き,・小口、会社関係、個人関係の売上が伸びており、特に電子商取引の売上の伸びは顕著である。,,
,,○,広告代理店（営業担当）,受注量や販売量の動き,・客からの受注量が増加傾向にある。販売促進拡大シーズンにある中で総合的に見ても上向きで良くなっている。,,
,,□,食料品製造業（総務担当）,受注量や販売量の動き,・３か月前に比べて特に動きに変動がない状態である。,,
,,□,繊維工業（経営管理担当）,受注量や販売量の動き,・受注量や販売量に目立った変化はない。,,
,,□,鉄鋼業（総務担当）,受注量や販売量の動き,・予算に対して受注額がやや低下しているので、受注を掘り起こして獲得している状況にある。冬場は厳しい状況を想定していたが、今月の受注額を見ると予算に近い水準にある。,,
,,□,金属製品製造業（総務担当）,受注量や販売量の動き,・特定の得意先からの受注が芳しくなく、受注量は３か月前と比べて全体で30％低下している。海外ではアメリカや中国向け案件の低迷、国内では補助金需要が落ち着いてきたことが影響している。,,
,,□,一般機械器具製造業（経理財務担当）,受注量や販売量の動き,・販売量が上昇する兆しが見えない。,,
,,□,輸送用機械器具製造業（経営企画担当）,受注量や販売量の動き,・受注内示量がわずかな減産となっている。,,
,,□,輸送用機械器具製造業（財務担当）,それ以外,・原材料や原油の価格低下は製造原価の改善をもたらすと同時に、材料スライド契約の売上高の下落、省エネ機器等への関心、投資の減退にもつながり、全てがプラス効果とは言えない。,,
,,□,建設業（総務担当）,受注量や販売量の動き,・技術者の稼働が目一杯の状況が続き、受注を控えている状況が続いている。,,
,,□,建設業（総務担当）,それ以外,・大手建設会社のテータ改ざん問題が影響してきそうな気配がある。,,
,,□,輸送業（経理担当）,受注量や販売量の動き,・輸出入、国内ともに荷動きに大きな変動なく推移している。,,
,,□,通信業（営業企画担当）,取引先の様子,・情報通信に関連した来年度予算の引き合いが集中する時期にあるものの、２～３年後の中長期での投資検討によるものが多く、短期的な売上の見込みが厳しくなっている。,,
,,□,通信業（営業担当）,受注量や販売量の動き,・マイナンバー関連需要による若干の受注量の伸びはあるが、景況感の改善にはまだまだという状況である。,,
,,□,金融業（自動車担当）,取引先の様子,・自動車部品メーカーの業況は引き続き好調である。完成車メーカーの環境対応車の販売が堅調なため、製造現場は１～２時間の残業と月に２回程度の土曜出勤で高操業を持続している。コスト削減効果もあり収益は過去最高水準の企業が多数ある。,,
,,□,金融業（貸付担当）,取引先の様子,・取引先の飲食店からのヒアリングによると、売上高は３か月前と比べてあまり変わっていない。５年前と比べると明らかに売上高は低下しており、客単価も低下している。しかしながら、「安かろう悪かろう」を選択する雰囲気は少しずつ和らいでおり、徐々に「高くても良いものを」という客層が増えている。,,
,,□,不動産業（総務担当）,それ以外,・来客数、成約件数がほぼ横ばいで推移している。,,
,,▲,食料品製造業（総務担当）,受注量や販売量の動き,・スーパーへの卸関係の売上が良くない。,,
,,▲,化学工業（経営者）,受注価格や販売価格の動き,・主力商品の一つである苛性ソーダにおいて、中国経済の減速、供給過剰感により価格競争が激しく、販売価格の引き下げ対応を余儀なくされている。,,
,,▲,鉄鋼業（総務担当）,受注価格や販売価格の動き,・輸入鋼材の値下げ基調が継続しており、市況の底が見えない状況にある。その一方で需要期に入り、鋼材需要の上ブレに期待感はあるものの、本格的な荷動きには至っていない。,,
,,▲,非鉄金属製造業（業務担当）,受注量や販売量の動き,・受注量が落ちている事業があり、落込み量の大きい事業領域もある。一方で下期の受注見込が上方修正されている事業もあり、全体としてやや悪化の状況である。,,
,,▲,電気機械器具製造業（総務担当）,取引先の様子,・前年比での商談件数の減少傾向が懸念材料であるとともに、取引先企業からは設備投資に積極性が感じられず、当面従来の価格競争に拍車がかかることが予測される。,,
,,▲,会計事務所（職員）,取引先の様子,・小売関連の売上があまり振るわない。首都圏ではインバウンドによる爆買い現象がニュースをにぎわしているが、地方にあまり恩恵はない。周りの消費動向も良いとは言えないことに加え、建設業でも公共工事があまり出ておらず、期待していたほどの数字は上がっていない。,,
,,×,その他製造業［スポーツ用品］（総務担当）,受注量や販売量の動き,・国内景気の低迷、円安、海外人件費の高騰等当社にとって不利な条件がそろい過ぎている。そのため国内景気の低迷による受注減、円安と海外人件費の高騰による材料費の高騰、売買価格の据置きにより今後もますます厳しい状況が続く。,,
"雇用
関連

(中国)",,◎,－,－,－,,
,,○,人材派遣会社（支店長）,求職者数の動き,・10月に入り求人に対する求職者の反応が活発になってきている。ただし短時間、短期間の求人に対する反応のみが良い傾向にある。今後求人企業がどれだけ求職者に歩み寄れるか、長期間、長時間に対してどれだけ歩み寄れるかが課題となる。,,
,,○,求人情報誌製作会社（採用支援担当）,求人数の動き,・新卒採用時期の変更に伴う大きな需要の変化はなく、引き続き求人ニーズは高い。,,
,,○,民間職業紹介機関（職員）,求職者数の動き,・有効求人倍率が高止まりし、複数候補の求人から選択できる環境が続いている。,,
,,□,人材派遣会社（支社長）,求人数の動き,・例年通り年末を目途とした繁忙対応の求人と、マイナンバー関連の求人により、対応し切れない求人が大幅に増加している。,,
,,□,人材派遣会社（経営企画担当）,周辺企業の様子,・10月に入り周辺企業はじめ派遣事業各社が参加する労働局による労働者派遣法改正の説明会が開催され、各社の事業概要が報告されている。業務への影響についてはまだ大きな変化は見られず、派遣元は説明会を受け各企業への細やかなフォローが求められている。,,
,,□,求人情報誌製作会社（広告担当）,採用者数の動き,・大手企業はある程度長期スパンで安定的な採用人数を決定しているため、大幅に採用数を増やすことはないが、中小企業の採用人数は自社の売上、出店規模、景気などに大きく影響されており、中小企業を中心に考えると全体的に採用人数は上向きである。,,
,,□,新聞社［求人広告］（担当者）,雇用形態の様子,・人手不足の声は依然としてよく聞くが、相変わらず土木建設関係が主体である。サービス業、小売業界も同様の声は多いが、あくまでアルバイト、パートが中心である。一部事業所で時給を引上げており、少しでも良い条件の企業に動くフリーターが目立ち、その穴埋めの求人が中心となっている。,,
,,□,新聞社［求人広告］（担当者）,周辺企業の様子,・業種によって景況に差が生じている。建設業の活況は継続しているが、自動車販売、住宅販売は消費税増税のあった前年の落ち込み状態から回復しきれておらず、低水準な状況となっている。百貨店も前年レベルからは脱しているものの、主力の衣料品が低迷しており、先行きは良くない。,,
,,□,職業安定所（所長）,求人数の動き,・新規求人は、菓子製造や乳製品製造から大量求人があった製造業が前年同月比で８割増となった一方、卸売・小売業や宿泊業・飲食サービス業が振るわなかったことから、求人全体では１割減となった。,,
,,□,職業安定所（雇用開発担当）,求人数の動き,・新規求人は前年同月と比較してほぼ同水準であり、有効求人についても同様である。求職者数は減少していることから、求人倍率は前年同月を上回り、人手不足の状況が続いている。,,
,,□,学校［短期大学］（学生支援担当）,求人数の動き,・あまり好調という感じがなくなっている。,,
,,▲,職業安定所（産業雇用情報担当）,周辺企業の様子,・小規模な事業所で倒産が出ており、景気が悪くなっている。,,
,,×,－,－,－,,
,,,,,,,
　９．四国（地域別調査機関：四国経済連合会）,,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,,
"家計
動向
関連

(四国)",,◎,－,－,－,,
,,○,商店街（代表者）,来客数の動き,・10月には週末毎に中心部の公園でイベントが開催され、また、外国客船が２回入港したこともあり、商店街にかなりの人が流れてきた。大きな売上には繋がらなかったものの、にぎわいを創出し、特に飲食を中心に、売上が増加した。,,
,,○,商店街（事務局長）,来客数の動き,・中国経済が落ち着きを取り戻しつつあり、レジャー関連や貴金属は好調に推移している。プレミアム付商品券の底上げ効果も続いており、微増ではあるが全体で前年を上回っている。ただ、飲食や若い人の消費は厳しさが抜けていない。,,
,,○,百貨店（販売促進担当）,販売量の動き,・衣料品や雑貨は計画未達もみられるが、食品と大型専門店の好調が継続しており、物産展も大きく伸びている。,,
,,○,スーパー（財務担当）,来客数の動き,・今月は天候に恵まれ、台風の影響もなく、久しぶりに来客数が増加し、売上も順調である。,,
,,○,衣料品専門店（経営者）,販売量の動き,・９月の大型連休、天候気温に恵まれて、衣料品関係については、大きくは伸びていないものの、そこそこ良かった。,,
,,○,都市型ホテル（経営者）,来客数の動き,・宿泊客など利用人員が若干増加基調にある。ただ、客単価は上昇していないことが懸念材料として残る。,,
,,○,ゴルフ場（従業員）,来客数の動き,・今月は予約が前年を上回っている。特に入場者数が前年を上回っており、２～３か月前と比べても全体的に増えている。,,
,,○,設計事務所（所長）,単価の動き,・建築の単価が上昇傾向にある。,,
,,□,商店街（代表者）,販売量の動き,・10月は閑散期に当たるが、顧客数はやや増加した。ただし、客単価が減少していることから、売上は変動の無い結果となった。,,
,,□,百貨店（営業担当）,お客様の様子,・暖かい日が続き、冬物の動きが鈍い。,,
,,□,スーパー（企画担当）,来客数の動き,・売上は前年を上回って推移しているが、来店客数が伸びていない。商品単価が上昇していることを考慮すれば厳しい状況であることに変わりはない。,,
,,□,コンビニ（店長）,単価の動き,・売上、客数、客単価ともにほぼ前年並みとなっており、競合が増加しているなかで健闘している。,,
,,□,コンビニ（総務）,来客数の動き,・天候や気温に大きく左右されるが、今のところ変化は見られない。,,
,,□,衣料品専門店（総務担当）,販売量の動き,・高単価商品の売上が低迷している一方で、低単価商品の売上は上がっており、全体では前年並みで推移している。気温が高めに推移している為、重衣料の動きが悪く、客単価が低迷しており、内容としては厳しくなっている。,,
,,□,家電量販店（店員）,販売量の動き,・ここ数か月売れる商品は変わっても、総合的な販売量は横ばい状態が続いている。,,
,,□,乗用車販売店（従業員）,販売量の動き,・10月の実勢は、良くもなく悪くもなく、新車販売は低迷を続けている。,,
,,□,乗用車販売店（従業員）,お客様の様子,・カー用品、自動車保険等、自動車周辺の商品購入にもインターネットを活用する客が増加している。,,
