,,▲,設計事務所（経営者）,競争相手の様子,・同業者間での話でも、民間工事の物件が減っている。その上、公共建築についても少ない。,
,,▲,住宅販売会社（従業員）,来客数の動き,・展示場への来客数が、約２割減となっており、また前年同期に比べても約３割減となっている。非常に厳しい状況がでている。,
,,×,商店街（代表者）,来客数の動き,・市内中心部に位置しているが、郊外大店舗に客を奪われている。,
,,×,一般小売店［紙類］（経営者）,販売量の動き,・夏はそれでなくても売上が落ちるのに、今年の猛暑で更に落ち込んでいる。また、客の動向も混迷していて先行きが見えない。,
,,×,百貨店（営業担当）,販売量の動き,・夏のクリアランスセール・お中元戦とも、前年実績を下回り苦戦が続いている。気温が高い割には夏物の買上につながっておらず、初秋物の動きも鈍い。,
,,×,百貨店（販売担当）,来客数の動き,・８月中旬にオープンした駅前の新しい商業施設に、客の流れが大きく傾いている。そのため、来客数が大幅に減少している。,
,,×,スーパー（店長）,来客数の動き,・販売単価についてはあまり変化がないが、来客数はここ数か月前年割れの状態が続いている。特に今年は暑かったせいもあって、週末の落ち込みが特に激しい。,
,,×,美容室（経営者）,来客数の動き,・例年夏休みのこの時期は、学生客が多い当店としては売上が増加するのだが、今年は落ち込みがひどく、例年の７割くらいしか来客数がない。,
"企業
動向
関連

(中国)",,◎,輸送用機械器具製造業（経営者）,受注量や販売量の動き,・盆明けから、クライアントからの受注が増加し、人手不足の状態である。,
,,○,窯業・土石製品製造業（総務経理担当）,受注量や販売量の動き,・大口注文が徐々に入り、生産量を下支えしている。,
,,○,電気機械器具製造業（総務担当）,受注量や販売量の動き,・夏の猛暑が予想以上に続き、国内はもとより欧米からも受注が高止まりに入ってきており、例年以上にエアコン関連のラインは多忙を極めている。自動車関連も、アジア向け受注が増加し依然として好調である。,
,,○,輸送用機械器具製造業（経理担当）,受注量や販売量の動き,・新製品の受注は、生産能力が追い付かないほどの量となっている。,
,,□,食料品製造業（総務担当）,受注価格や販売価格の動き,・売上自体は若干の伸びがあるが、委託される業者からの要求が厳しくなり、利益率が落ちている。,
,,□,鉄鋼業（総務担当）,受注価格や販売価格の動き,・ガソリンや電力等エネルギー関連費用が高騰しているものの、製品価格に反映することは難しく収益を圧迫している。,
,,□,金属製品製造業（総務担当）,受注量や販売量の動き,・受注は好調で、工場はフル生産で稼動している。この状況は過去１年間継続している。,
,,□,輸送用機械器具製造業（総務担当）,受注量や販売量の動き,・受注量・受注価格共に横ばいの状態が続いている。原材料の調達価格は高止まりのままであるが、人件費や社会保険料あるいは夏季電力量の負担増など、採算面では厳しい状況が続いている。,
,,□,輸送業（統括）,取引先の様子,・10月から新規業務が始まるが、契約解除の客もあり、特に景気が良くなったとは感じない。,
,,□,通信業（営業企画担当）,受注量や販売量の動き,・本年度に入って、法人向け通信サービスの受注は公共系でやや活発になってきたが、一般企業では相変わらず特定業種以外の引き合いが少なく、高品質・高額商品の減少を代替商品でカバーできていない。,
,,□,金融業（業界情報担当）,取引先の様子,・主要取引先の輸出の好調を背景に、受注は高水準を維持し、増収・増益基調を持続している。,
,,□,金融業（営業担当）,取引先の様子,・景気が上向いている状況が全く見当たらない。病院は介護報酬が下げられて、建設会社は仕事がない。ガソリンスタンドでも営業停止に追い込まれているところがある。夏場のボーナス資金借入れも激減している。,
,,▲,化学工業（総務担当）,受注量や販売量の動き,・在庫量が増加傾向にある一方、販売量は減少気味である。,
,,▲,一般機械器具製造業（経営企画担当）,受注量や販売量の動き,・自社製品の売上について、国内・海外向け共に減少傾向にあり、非常に厳しい状況である。,
,,▲,その他製造業［スポーツ用品］（総務担当）,受注量や販売量の動き,・一時期売れていた商品が急に売れなくなった。全体のバランスをとった形で受注が来ているが、先行きの見えない状況であり、絶対量も減少してきている。,
,,▲,建設業（経営者）,受注価格や販売価格の動き,・仕事量も少なく、それによって競争の激化、受注額の低価格化を招いて、以前より更に厳しい状況に陥っている。夏のボーナスにしても、大手の製造業では増加したようだが、当地の建設業ではそれどころではない。,
,,▲,通信業（部門長）,受注価格や販売価格の動き,・７～８月にかけて主力商品の販売が計画を下回っており、回復の兆しがみえない。取引先との商談もコスト削減については理解してもらえるが、投資が伴うものについては進展がみられない。,
,,▲,不動産業（総務担当）,それ以外,・前年と比べ来客数、売上共に減少している。,
,,▲,会計事務所（職員）,取引先の様子,・製造業は比較的安定しているものの、小売を含む納品関連業界の業績が思ったほど良くない。また、人的サービス関係の業界も競争激化により業績を落としている。,
,,×,農林水産業（従業者）,それ以外,・今月と３か月前を比較すると、沖合底引網・大中型巻き網が減少したため、水揚げ数量で1225ｔの減少、水揚げ金額は１億6230万円の減少となった。今月単月の前年比では水揚数量で374ｔの減少、率で68.4％、水揚げ金額でも3040万円の減少となった。さらに沖合底引船は出漁日数が10日間と長く、その間燃料としてＡ重油を使うが、このＡ重油が以前の約２倍になり、一隻あたりの月額料金が１千万近くかかる。その上、魚を入れる魚箱も燃油高騰で非常に高くなり、収益面で圧迫している。,
"雇用
関連

(中国)",,◎,－,－,－,
,,○,求人情報誌製作会社（担当者）,採用者数の動き,・新卒向けの後期の合同企業説明会への参加企業が増加した。,
,,○,職業安定所（雇用開発担当）,求人数の動き,・７月における有効求人数は、前月に比べ減少しているが、前年比で見ると増加しており、やや良とする判断材料とした。ただし新規求人数は、前月比・前年同月比ともに減少しているが、例年夏枯れと称して、夏季ボーナス・お盆休みがあることから企業の募集活動が鈍る期間であるのでそう問題はない。,
,,□,職業安定所（職員）,求人数の動き,・求人は、販売業でコンビニやファミレスの新規オープン、また家電量販店の増床に伴う大量求人があったほかは、建設業やサービス業で減少し、トータルでは横ばいとなった。,
,,□,職業安定所（職員）,求職者数の動き,・新規求職者数は前年同月及び３か月前と比べて減少している。特にパートを希望する求職者は減少傾向にあり、求職者、特に若年者やフリーターなどを中心に意識が一般就職に変化しつつある。,
,,□,職業安定所（職員）,雇用形態の様子,・求人、求職共に増加傾向ではあるが、非正社員求人が増加しており、景気が良いとは考えにくい。,
,,□,民間職業紹介機関（職員）,求職者数の動き,・複数社から内定を取る人材が増えてきている（＝辞退者が増加している）。また、これまで求人広告で採用できていた企業が、著名な媒体で広告しても応募者がいないという、かつて無い状況に陥っている。,
,,□,民間職業紹介機関（職員）,雇用形態の様子,・正規雇用での求人数は安定的にあるが、採用基準を下げてまで充足しようとする企業は相変わらず少ない。,
,,▲,人材派遣会社（営業担当）,求職者数の動き,・正社員での就職状況が良いために、安定して派遣就業していたスタッフが派遣での継続就業を希望せず自分で正社員の仕事を探すケースが出ている。そのため、派遣元としては派遣スタッフが満足する様に時給の引上げや福利厚生費を充実させる必要があり、原価の上昇につながっている。,
,,▲,人材派遣会社（支店長）,求職者数の動き,・前年比で登録者数が減少し、客からの人材に関する受注数も減少している。,
,,×,－,－,－,
,,,,,,
　９．四国（地域別調査機関：四国経済連合会）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(四国)",,◎,－,－,－,
,,○,スーパー（財務担当）,単価の動き,・前年より売上が既存店ベースで２％ほど上回っており、客の購入単価も200円上昇している。,
,,○,衣料品専門店（経営者）,販売量の動き,・８月は天候・気温に恵まれ、特にお盆の期間１週間の売上が前年と比べて15％伸びた。,
,,○,観光名所（職員）,来客数の動き,・帰省客の増加によって例年より入場者数が増えた。,
,,□,商店街（代表者）,来客数の動き,・よさこい祭り・お盆の期間は人出があったが、それ以降、猛暑のため学生層・ファミリー層とも来街者数が減ってきている。,
,,□,一般小売店［乾物］（店員）,販売量の動き,・今年のお盆は、徳島を舞台にした映画の影響等で土産物が前年より売れただけだった。,
,,□,百貨店（営業担当）,それ以外,・前年同月に比べ来客数、売上共に上回ったが、婦人・紳士共ファッション関連商品が苦戦した。クリアランスセールについても前年並みで推移した。,
,,□,スーパー（店長）,販売量の動き,・ガソリンの高値が続いていることが、売上高や買物の単価に影響している。,
,,□,コンビニ（経営者）,販売量の動き,・天候も良く暑い日が続いたので、飲料を中心に売上が伸びた。,
,,□,コンビニ（エリア担当）,単価の動き,・客から「建設土木関係者は仕事がなく小遣いが減少、一般のサラリーマン、公務員は変わりがない」という声を聞く。コンビニエンスストア業界は、次々と出店があり、非常に厳しい状態が続いている。,
,,□,乗用車販売店（従業員）,来客数の動き,・ここ数か月新型車の発売もなく、来客数の変化はない。来場者の商談もあまり活発ではなく、買換えに慎重である。,
,,□,乗用車販売店（営業担当）,販売量の動き,・個人客は、前年を大きく割り込んでいる。法人客の受注は非常に伸びているが、トータルでは前年を下回る実績で、３か月前と比べても変わりがない。,
,,□,一般レストラン（経営者）,来客数の動き,・県外客・帰省客などがあり一時的に潤った感がある。,
,,□,観光型旅館（経営者）,来客数の動き,・ある程度、景気は良くなってきているが、客の数が増えない。地域の事情もあるが、８月のお盆前後は非常に良かったが、それ以外は前年と比べて増えていない。,
,,□,都市型ホテル（経営者）,単価の動き,・来客数は若干増えつつあるが、単価は低く、全体的な売上は伸びない。,
,,□,旅行代理店（従業員）,販売量の動き,・夏休みの多客期であり、国内・海外旅行共に件数・売上が伸びた。海外旅行はヨーロッパ・ハワイなど比較的遠隔地、国内旅行はテーマーパークを中心に家族連れの申込が多かった。航空機の利用も多く、航空券の売上も大きかった。,
,,□,タクシー運転手,お客様の様子,・８月はよさこい祭り・お盆等の期間だけは良かったが、その前後は良くない。３か月前と比べて、客の様子もほとんど変わりない。地元の人は、何か月かぶりに飲み会や外食をしたという声が多い。,
,,□,通信会社（社員）,お客様の様子,・携帯電話の購入価格帯の構成比が、以前とあまり変わっていない。,
,,□,ゴルフ場（従業員）,来客数の動き,・今月は１年の内で、それほど来客数は期待できない月である。しかし、暑さの影響もあるが来場者の動きから、あまり景気的には変動はないと感じる。,
,,□,美容室（経営者）,お客様の様子,・来客数はやや回復の傾向が見られるものの、単価が低く全体としては改善されていない。,
,,▲,一般小売店［生花］（経営者）,お客様の様子,・生花店を営んでいるが、８月は例年にない暑い日が続き花が日持ちしないため、あまり利用がない。また、お盆の墓参りでごみ持込禁止、持ち帰りの問題のため墓に持っていく花の量が減っており、やや不安である。,
,,▲,百貨店（営業担当）,来客数の動き,・毎年８月はお盆の帰省でにぎわう人の動きがある。しかし、今年は前年度と比較しても曜日配列の影響もあるかもしれないが、帰省客のにぎわいがほとんどなかった。,
,,▲,スーパー（店長）,それ以外,・猛暑で昼間の客足が遠のき、夏物、殺虫剤、食品、飲料の売行きが不振であった。お盆商戦もあまりの暑さで不振であった。,
,,▲,スーパー（店長）,単価の動き,・お中元の単価も前年より落ちており、お盆に良く動く盛り合わせ寿司・オードブル・刺身盛り合わせなども単価の低いほうが中心となっている。,
,,▲,スーパー（企画担当）,単価の動き,・８月に入って暑い日は続いているが、衣料品を中心にバーゲン価格での販売となり、単価が下がっている。,
,,▲,衣料品専門店（経営者）,販売量の動き,・連日の猛暑で秋物への切替えが進んでいない。併行して展開している夏物セールの再値下げにも客の反応は鈍く、前年を下回る状況が続いている。,
,,▲,タクシー運転手,来客数の動き,・お盆明けから動きが悪く、特に夜が暇である。あまり飲みに出ず、飲みに出ても電車等があるうちに早めに帰り、タクシーを利用しない。乗車しても近距離が多く、長距離・中距離の売上は伸びない。,
,,▲,設計事務所（職員）,販売量の動き,・公共事業の発注量が今年度も大幅に減少している。特に県、市町村での減少傾向が著しく、価格競争の影響もあって受注額が確保できず、売上も大きく低下してきている。,
,,×,通信会社（支店長）,販売量の動き,・客の動き・購買力共に低調で、全く活気がない。,
"企業
動向
関連

(四国)",,◎,－,－,－,
,,○,繊維工業（経営者）,受注量や販売量の動き,・従来の問屋を経由した百貨店への販売から、専門店への直販割合が増加している。それらの専門店では消費者が好みの物を積極的に購入しており、消費動向に変化が見られる。,
,,□,一般機械器具製造業（経理担当）,受注量や販売量の動き,・鉄鋼関係は依然受注が順調で、官公庁の入札も出てきた。しかし、一般ユーザーの動きは全国的に鈍く、仕事の引き合いが少ないことも影響している。,
,,□,一般機械器具製造業（経理担当）,受注量や販売量の動き,・都市部でのクレーンの稼働状況は繁忙状態が続いている。一方、郡部では低下傾向がみられ、地域格差は拡大傾向にある。,
,,□,建設業（経営者）,受注量や販売量の動き,・競争がますます激しくなり、受注量が伸びない。,
,,□,通信業（営業担当）,それ以外,・大型量販店・大手スーパーの経営層との会話で、個人消費は回復しているが、売れ筋が高級品と安価な商品に二極化しており、まだまだ全体の底上げ感にはもう一歩という声を聞くことが多い。,
,,□,公認会計士,取引先の様子,・今月の各関与先法人の決算、月次の試算表等をみると、前年比で収入が伸びているところが30％に対し、あとの70％は前年と同じか減少しており、利益も伸びていない。,
,,▲,パルプ・紙・紙加工品製造業（経営者）,受注価格や販売価格の動き,・素材が高騰しているにもかかわらず、小売価格が上昇しないので採算が悪化している。,
,,▲,電気機械器具製造業（経営者）,受注量や販売量の動き,・大手企業からの粉末製造装置の引き合いが続いたが、ここにきて、極端に少なくなった。,
,,▲,輸送業（支店長）,受注量や販売量の動き,・例年より２％強での荷動きがあったが、盆明けからがた落ちである。同業他社も同様の傾向である。,
,,▲,輸送業（役員）,受注価格や販売価格の動き,・客からの物流合理化や料金値下げ要請に加え、原油高騰の再燃により、収益を大きく圧迫している。,
,,▲,不動産業（経営者）,取引先の様子,・同業者の話では、お盆過ぎ以降、チラシを配布、広告をしてもぜんぜん客が集まらない状況が続いている。,
,,×,金融業（融資担当）,取引先の様子,・土木・木材関連の倒産が相次いでおり、さらに客の売上等についても下降傾向にある。,
"雇用
関連

(四国)",,◎,－,－,－,
,,○,求人情報誌製作会社（編集者）,求職者数の動き,・８月に転職希望者と新卒者合同の会社説明会を初めて開催したところ、予測以上の動員があった。お盆時期の開催もありＵターン者、大手勤務の人材も多く見られ、企業側の満足度が高かった。,
,,□,人材派遣会社（支店長）,求職者数の動き,・猛暑の影響もあり反応が鈍い。登録者は過去最低である。,
,,□,職業安定所（職員）,求人数の動き,・新規求人数は、３か月前に比較してやや増加した。,
,,□,民間職業紹介機関（所長）,求人数の動き,・求人数は、やや横ばいで推移している。４～５月にかけて中途採用で不足人数を充足できた企業も多く、春先と比べて求人意欲の減少が見受けられる。,
,,□,学校［大学］（就職担当）,採用者数の動き,・夏休みの時期であり、求職者の活動が活発でない。,
,,▲,新聞社［求人広告］（担当者）,周辺企業の様子,・県外からの進出企業のみが求人しており、そのような企業はパート雇用するくらいで地元経済に寄与していない。,
,,▲,職業安定所（職員）,採用者数の動き,・前年同時期、３か月前と比べても就職者数は減っている。,
,,▲,職業安定所（職員）,求人数の動き,・新規求人数は前年同月比でやや減少している。これで２か月連続のマイナスとなり、景気はやや悪くなっている。,
,,×,－,－,－,
,,,,,,
　１０．九州（地域別調査機関：（財）九州経済調査協会）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(九州)",,◎,－,－,－,
,,○,百貨店（営業担当）,来客数の動き,・お盆時期の来客が例年より多く、購買意欲も高い。,
,,○,スーパー（企画担当）,来客数の動き,・中旬以降の猛暑があったものの、清涼飲料・アイスクリーム・ビール・発泡酒・乾麺・つゆ等や殺虫剤・かゆみ止め等の夏物商材の動きが今一歩である。一方、競合店閉鎖に伴い来客数が増加している。大型ショッピングセンター等の影響を受けていた店舗も若干回復しており、売上はやや上向きとなっている。,
,,○,コンビニ（エリア担当・店長）,来客数の動き,・単価は下降傾向にあるものの、来客数は増加傾向にある。,
,,○,家電量販店（総務担当）,販売量の動き,・猛暑が続き、出遅れ気味だった季節商材の動きが良い。,
,,○,乗用車販売店（管理担当）,販売量の動き,・新車が計画に近い売上を達成した。景気が良くなったというよりも新型の発表が２車種ほどあった結果である。商品の強化が売上の増加につながっている。,
,,○,観光型ホテル（営業担当）,来客数の動き,・宿泊、婚礼、宴会の基本売上が計画を上回って推移している。,
,,○,都市型ホテル（総支配人）,来客数の動き,・夏休み時期のイベント開催が多く、来客数が増加している。,
,,○,通信会社（業務担当）,来客数の動き,・８月はボーナスや夏休み等により、週末の来客数が増えている。さらに新サービスの受付により、来客数は月末にかけて大幅に増加している。,
,,○,テーマパーク（職員）,来客数の動き,・宿泊、観光施設共に好調である。ゴルフ場は横ばいである。,
,,□,商店街（代表者）,販売量の動き,・夏のクリアランスセールが終わり、秋物の立ち上がりも悪く、客の購買意欲は低い。,
,,□,一般小売店［青果］（店長）,それ以外,・宮崎の中央市場の相場は３か月前からすると、地元の野菜がないため県外物がかなり高くなっている。,
,,□,一般小売店［鮮魚］（店員）,来客数の動き,・猛暑のせいか人通りが少なく、来客数が伸びない。,
,,□,百貨店（売場主任）,お客様の様子,・８月は気温が高かったせいもあり、非常に厳しい。盆明けから様々な動員策を行ったがあまり効果が出ていない。,
,,□,百貨店（営業担当）,販売量の動き,・話題性のある記念文化催事の開催や夏休みのファミリーを対象とした催事等で客の来店を促進している。また、お中元ギフトも前年を確保している。新しいクレジットカードの募集を開始し、宣伝効果により来客数が増加している。紳士については連日の猛暑により、前年割れとなっている。,
,,□,百貨店（売場担当）,販売量の動き,・売上、来客数共に前年比97％で推移している。市内の大型商業施設で前年を割っているところが出てきており、今までにない傾向である。前年実績をクリアした店が１店舗しかなく、婦人衣料はジャケット、スカートが動いておらず、紳士はスーツの動きが鈍い。食料品については菓子全般が好調であるが、ビールは伸びていない。,
,,□,百貨店（売場担当）,販売量の動き,・台風により店を早く閉店した日があり、総じて悪かった。また、周辺の道路が開発されており、様々なカテゴリーの店の競合が激化している。,
,,□,百貨店（営業企画担当）,販売量の動き,・夏物クリアランスセールが６月にスタートし、セール期間が長かったため、動員力が低下している。地域催事などの物販を強化するが、来客数、売上共に前年割れが続いている。猛暑の影響もあり、秋物の動きは鈍い。,
,,□,スーパー（店長）,販売量の動き,・既存店の売上が全体的に厳しくなっている。特に単価の下落というわけではないが、小型の店舗を中心に買上点数が低下傾向にある。客の年齢層が低い店は押しなべて好調であるが、高齢者の買上量が減少傾向にある。,
,,□,スーパー（店長）,お客様の様子,・売出しの初日は来客数がかなり増加するが、内容は特売品の買上点数が多く、なかなか全体の売上増加に結び付かない。,
,,□,スーパー（店長）,お客様の様子,・客は以前のようにワンストップショッピングはせず、シビアに商品ごとの購入先を決めている。酒のギフトやカクテルの動きは変わらないが、ビールや発泡酒はディスカウントショップに客が流れている。,
,,□,スーパー（店長）,来客数の動き,・来客数は前年並み、売上額は前年を下回っている。,
,,□,コンビニ（エリア担当）,販売量の動き,・猛暑でアイス、飲料の売上が急激にアップした結果、久しぶりに全体で前年をクリアしている。,
,,□,コンビニ（エリア担当・店長）,来客数の動き,・盆過ぎから来客数が減少している。,
,,□,衣料品専門店（店員）,販売量の動き,・売上は前年比98％となっている。盆休みが長く、来客数は増加している。しかし夏物の最終売り尽くしで１点しか買わない客が多く、それほど売上は伸びていない。定価である秋物に関してはまとめ買いが目立ち、客単価も高い。,
,,□,衣料品専門店（総務担当）,来客数の動き,・夏休み期間中でヤング層の来場が多く、ヤング衣料品、雑貨、靴が前年を大幅に上回っている。ミセス婦人服は夏物クリアランスセールが好調で前年を10％以上増加し、宝飾も大幅増となった。反面、着物は大幅減であった。全体としてヤング、ミセス共に来客数が前年を10％以上超えている。,
,,□,家電量販店（店員）,販売量の動き,・猛暑によりエアコンの売行きが非常に好調であった。残暑が厳しく、盆を過ぎてもよく売れている。しかし全体的な売上は伸びていない。,
,,□,家電量販店（企画担当）,販売量の動き,・猛暑が続いているため、家電関係ではエアコンを柱に好調に売れている。ただ出だしの動きが鈍かったので、総じて例年と変わらない。,
,,□,住関連専門店（経営者）,来客数の動き,・盆期間中の来客数が前年と比べて少なかった。盆過ぎも高額商品の動きが少ない。,
,,□,住関連専門店（店長）,単価の動き,・商品の価格が少しずつ上がっており、販売量が落ちている。,
,,□,その他専門店［ガソリンスタンド］（統括）,販売量の動き,・燃料油メーカーからの仕入価格が値上がりし、小売価格に転嫁せざるを得なかった。客は燃料油の高騰については割り切った感があり、必要な時に必要な量だけを購入している。,
,,□,その他飲食［居酒屋］（店長）,単価の動き,・来客数は変わらないが、注文が少なく、客単価が低下している。,
,,□,都市型ホテル（スタッフ）,来客数の動き,・コンサートやスポーツ大会等のスポット需要で客の動きは良い。,
,,□,旅行代理店（従業員）,販売量の動き,・国内では、東京、大阪等のテーマパークや近郊の温泉宿泊プランの動きが鈍い。一方、プール付のホテルは好調である。航空機商品は値段の下がる８月20日以降に集中している。,
,,□,タクシー運転手,来客数の動き,・予想以上に売上が伸びている。客の様子から猛暑の影響だけではない。,
,,□,タクシー運転手,販売量の動き,・暑さのせいもあり、タクシーの動きはやや良い。,
,,□,通信会社（企画担当）,販売量の動き,・加入者数は引き続き好調である。,
,,□,観光名所（職員）,来客数の動き,・ゴルフ場は来場者数が下げ止まりつつあるが、台風や天候の影響で前年実績を下回っている。,
,,□,ゴルフ場（スタッフ）,来客数の動き,・８月上旬の極暑で個人客の来場者が極端に減少した。単価も思ったように推移していない。,
,,□,設計事務所（所長）,販売量の動き,・手持ちの工事はあるが、新企画等の話はない。,
,,□,住宅販売会社（従業員）,お客様の様子,・売買物件の問い合わせ等の件数が例年と変わらない。来客数も横ばい、成約数も横ばいである。,
,,▲,商店街（代表者）,販売量の動き,・販売量も来客数も減少している。天候、気温の影響もあるが、全く良くなる様子がない。,
,,▲,商店街（代表者）,来客数の動き,・午前中は少しはにぎわっている。しかし日中の猛暑により、冷房設備が不十分な商店街への来街者は減っている。,
,,▲,商店街（代表者）,来客数の動き,・猛暑で来街者数がかなり減っている。周辺の郊外型大型ショッピングセンターに客を取られている。,
,,▲,一般小売店［茶］（販売・事務）,お客様の様子,・暑い日が続き、お茶の売上は全く伸びていない。例年売れていたお中元・初盆の贈答品も、この暑さで売れない。,
,,▲,百貨店（営業担当）,お客様の様子,・バーゲン価格でもまとめ買いがなく、売上につながらない。,
,,▲,百貨店（販売促進担当）,販売量の動き,・この暑さにより、秋物が全く動いていない。,
,,▲,百貨店（業務担当）,販売量の動き,・秋物商材が店頭に並び始めたが、今年は客の反応が慎重になっている。,
,,▲,スーパー（店長）,お客様の様子,・年々盆商材は近郊の大型店が集客して、スーパーマーケットは厳しい状況である。今年の２月から魚の売行きが悪く、盆も前年比80％台で推移している。一方、総菜は前年比110％で好調に推移している。,
,,▲,スーパー（店長）,単価の動き,・お中元商戦でギフト関係の動きは良かったが、盆商材の動きが非常に悪く、普通の商品の動きをしている。,
,,▲,スーパー（総務担当）,来客数の動き,・猛暑の影響等から、全体的に来客数が減少している。,
,,▲,スーパー（総務担当）,お客様の様子,・衣料品の売上が前年割れを続けており、チラシの効果もあまり芳しくない。,
,,▲,スーパー（経理担当）,販売量の動き,・急激な天候の変化や自然災害などで季節商材の動きが悪く、特に青果物の価格が安定しない。また、中国産商品への不安から関連商品の動きが悪い。,
,,▲,コンビニ（販売促進担当）,販売量の動き,・パン、和洋菓子が前年比96.3％、デリカ部門も同96.2％で前年割れとなっている。,
,,▲,衣料品専門店,販売量の動き,・販売量の動きが少なく、来客数も減少している。,
,,▲,衣料品専門店（店長）,来客数の動き,・秋物の動きが鈍く、客の購買意欲も上がらない。,
,,▲,衣料品専門店（店長）,来客数の動き,・例年にない猛暑となり、客足は途絶えてしまっている。,
,,▲,乗用車販売店（販売担当）,販売量の動き,・客単価の変化はあまりない。客の様子をみると、購買意欲は高いが買い控えをしている傾向にある。,
,,▲,高級レストラン（経営者）,来客数の動き,・休みの会社が多く会席が減り、来客数が落ちている。かなり苦戦している。,
,,▲,高級レストラン（経営者）,競争相手の様子,・夏休みの週末にもかかわらず、近隣の割烹旅館が数日休んでいた。当店でも例年は盆の帰省客の飲食が多いが、今年はほとんど無い。,
,,▲,スナック（経営者）,来客数の動き,・今月は盆休み以降、極端に客足が悪く、厳しい状況が続いている。,
,,▲,都市型ホテル（副支配人）,販売量の動き,・インターハイ等で学生団体等が多く、稼動率が上がったが、それ以外の客は例年より非常に少ない。,
,,▲,タクシー運転手,お客様の様子,・猛暑により月初めはタクシーの利用が多かったが、体調を崩す人が多いのか、中ごろからは客が外出を控え、車が動かない状態になっている。,
,,▲,タクシー運転手,お客様の様子,・今月は自家用車やレンタカーの利用が多く、思ったよりタクシーの利用が少ない。,
,,▲,競輪場（職員）,販売量の動き,・発売額の減少が入場者の減少を上回っており、客単価が下落している。,
,,▲,美容室（経営者）,販売量の動き,・客の消費動向は悪く、売上が伸びない。,
,,×,－,－,－,
"企業
動向
関連

(九州)",,◎,－,－,－,
,,○,一般機械器具製造業（経営者）,受注量や販売量の動き,・引き合い件数が少し増えている。,
,,○,建設業（総務担当）,受注量や販売量の動き,・以前から計画していた案件の契約が数件成立している。,
,,○,通信業（職員）,取引先の様子,・複数の客から新規案件についての相談があり、良い傾向が見られる。,
,,○,金融業（調査担当）,取引先の様子,・取引先の様子をみると、製造業だけでなく非製造業でも設備投資が拡大している。個人消費も住宅投資が高水準を維持するなど、雇用情勢の改善を背景に底堅く推移している。,
,,□,農林水産業（経営者）,受注量や販売量の動き,・県知事のパフォーマンスで牛肉加工品の伸びが著しい。加えて中国での食品表示の不祥事などによる国産志向の高まりもあり、スーパー向けの商品を中心に伸びている。,
,,□,食料品製造業（経営者）,受注価格や販売価格の動き,・燃料費、穀物価格の高騰により食材が値上がりしているが、製造した商品価格は簡単には値上げできず、じわじわと影響が出ている。,
,,□,家具製造業（従業員）,受注量や販売量の動き,・ガソリン価格の高騰を始め各材料費の値上げが続いている。販売価格への転嫁はすぐにできないため利益を圧縮せざるを得ない。,
,,□,窯業･土石製品製造業（取締役）,取引先の様子,・各メーカー等、取引先の様子を見ると、景気はあまり動いていない。金利上昇、燃料の高騰などがジワジワと影響しており、不景気ではないが全般的には上昇もしていない。,
,,□,一般機械器具製造業（経営者）,受注量や販売量の動き,・新規受注が減少気味である。,
,,□,電気機械器具製造業（経営者）,取引先の様子,・電子部品関連、半導体関連、コネクター関連等では、いずれもある程度の在庫調整があるのではないかと予測していたが、３か月前とほとんど変わらず非常に活発に動いている。また、精密機械部品もこれに並行して非常に動きが活発であり、工場はフル操業である。,
,,□,通信業,受注量や販売量の動き,・工事の引き合いや受注量は変わらないが、相変わらず価格は厳しい。,
,,□,金融業（営業担当）,取引先の様子,・ガソリンを始め原油価格高騰があり、引き続き固定費削減の意識が経営者に多くみられる。,
,,□,経営コンサルタント,受注量や販売量の動き,・例年にない猛暑により、商店街の人通りもかなり少ない。商店関係の売上、タクシーの動きもかなり鈍っている。,
,,□,経営コンサルタント,受注価格や販売価格の動き,・受注単価に変動がなく、低いままずっと推移している。,
,,▲,繊維工業（営業担当）,受注価格や販売価格の動き,・原油の値上がりで生地や糸、身の回りの雑貨等全てにおいて値上がりしており、悪影響が出ている。,
,,▲,鉄鋼業（経営者）,それ以外,・建築需要は相変わらず堅調であるが、改訂建築基準法の施行により計画されていた物件の見直し、着工遅延などが生じている。このため新規物件の動向が不透明となっており、足元における引合・契約に停滞感が生じている。,
,,▲,電気機械器具製造業（経営者）,取引先の様子,・価格面で厳しくなっており、契約が延びている。稼動率が非常に悪くなってきている。,
,,▲,輸送業（従業員）,受注量や販売量の動き,・猛暑で飲料等の売れ行きが良かったが、メーカーの物流経費の削減で、荷動きが多くなっても収益が少ない。,
,,▲,輸送業（総務担当）,受注量や販売量の動き,・衣料品の荷動きが特に悪く、食品もあまり良くない。,
,,▲,金融業（営業職渉外係）,取引先の様子,・米国のサブプライムローン問題が発端で始まった世界同時株安や急激な円高により、輸出業者を中心に、企業経営はかなり深刻なダメージを受けている。また原油価格の高騰により、運送業者を中心に企業業績も悪化している。,
,,▲,金融業（得意先担当）,取引先の様子,・建設業において、公共工事の発注減が大きく響いており、どこの営業所をみても前期を大きく下回っている。非常に厳しい状況が続いている。,
